Subject,Predicate,Object
UnilateralAutomatism,SubClassOf,LateralizingSign                  
UnilateralEpilepticSpasm,SubClassOf,LateralizingSign                  
LeftLateralOccipitalLobeSegment,SubClassOf,LateralOccipitalLobeSegment                  
RightLateralOccipitalLobeSegment,SubClassOf,LateralOccipitalLobeSegment                  
LeftLateralParietalLobeSegment,SubClassOf,LateralParietalLobeSegment                  
RightLateralParietalLobeSegment,SubClassOf,LateralParietalLobeSegment                  
LeftLateralTemporalLobeSegment,SubClassOf,LateralTemporalLobeSegment                  
RightLateralTemporalLobeSegment,SubClassOf,LateralTemporalLobeSegment                  
LeftLeg,SubClassOf,Leg                  
RightLeg,SubClassOf,Leg                  
DendriticCell,SubClassOf,Leukocyte                  
GranularLeukocyte,SubClassOf,Leukocyte                  
Lymphocyte,SubClassOf,Leukocyte                  
Macrophage,SubClassOf,Leukocyte                  
MononuclearCell,SubClassOf,Leukocyte                  
MyeloidLeukocyte,SubClassOf,Leukocyte                  
Splenocyte,SubClassOf,Leukocyte                  
FlashLightStimulus,SubClassOf,Light                  
PatternLightStimulus,SubClassOf,Light                  
LeftLimbicLobe,SubClassOf,LimbicLobe                  
RightLimbicLobe,SubClassOf,LimbicLobe                  
CingulateGyrus,SubClassOf,LimbicLobeGyrus                  
Hippocampus,SubClassOf,LimbicLobeGyrus                  
HippocampusSegment,SubClassOf,LimbicLobeGyrusSegment                  
Subiculum,SubClassOf,LimbicLobeGyrusSegment                  
FreeLimbSegment,SubClassOf,LimbSegment                  
PectoralGirdleSubdivision,SubClassOf,LimbSegment                  
Myelin,SubClassOf,Lipoprotein                  
LeftLittleFinger,SubClassOf,LittleFinger                  
RightLittleFinger,SubClassOf,LittleFinger                  
LeftLittleToe,SubClassOf,LittleToe                  
RightLittleToe,SubClassOf,LittleToe                  
BCell,SubClassOf,Lymphocyte                  
TCell,SubClassOf,Lymphocyte                  
Astrocyte,SubClassOf,MacroglialCell                  
NerveGlialAntigen2,SubClassOf,MacroglialCell                  
Oligodendrocyte,SubClassOf,MacroglialCell                  
DynamicContrast-enhancedMagneticResonanceImaging,SubClassOf,MagneticResonanceImaging                  
FunctionalMagneticResonanceImaging,SubClassOf,MagneticResonanceImaging                  
MagneticResonanceAngiography,SubClassOf,MagneticResonanceImaging                  
StructuralImaging,SubClassOf,MagneticResonanceImaging                  
FunctionalNearInfraredSpectroscopy,SubClassOf,MagneticResonanceSpectroscopy                  
NeuronalLoss,SubClassOf,makesUseOf NeuronalNuclei                 
PostictalNoseWiping,SubClassOf,makesUseOf (LeftHand or RightHand)               
AnatomicalStructure,SubClassOf,MaterialAnatomicalEntity                  
MorphologicallyAlteredBodyStructure,SubClassOf,MaterialAnatomicalEntity                  
HumanMeasurementMethod,SubClassOf,MeasurementMethod                  
ModelSystemPhysiologyMeasurementMethod,SubClassOf,MeasurementMethod                  
Astrogliosis,SubClassOf,MeasurementUnit                  
NeuronalLoss,SubClassOf,MeasurementUnit                  
SeizureFrequencyCategory,SubClassOf,MeasurementUnit                  
TimeUnit,SubClassOf,MeasurementUnit                  
WorldHealthOrganizationGrading,SubClassOf,MeasurementUnit                  
CuneateTubercle,SubClassOf,MedullaOblongata                  
GracileTubercle,SubClassOf,MedullaOblongata                  
MedullaPyramid,SubClassOf,MedullaOblongata                  
RetroOlivaryArea,SubClassOf,MedullaOblongata                  
SupplementaryMotorAreaEpilepsy,SubClassOf,MesialFrontalEpilepsy                  
LeftMesialFrontalLobeSegment,SubClassOf,MesialFrontalLobeSegment                  
RightMesialFrontalLobeSegment,SubClassOf,MesialFrontalLobeSegment                  
LeftMesialOccipitalLobeSegment,SubClassOf,MesialOccipitalLobeSegment                  
RightMesialOccipitalLobeSegment,SubClassOf,MesialOccipitalLobeSegment                  
LeftMesialParietalLobeSegment,SubClassOf,MesialParietalLobeSegment                  
MedialParietalLobe,SubClassOf,MesialParietalLobeSegment                  
RightMesialParietalLobeSegment,SubClassOf,MesialParietalLobeSegment                  
LeftMesialTemporalLobeSegment,SubClassOf,MesialTemporalLobeSegment                  
RightMesialTemporalLobeSegment,SubClassOf,MesialTemporalLobeSegment                  
SubstanceAbuse,SubClassOf,MetabolicCause                  
LateralGeniculateBodySegment,SubClassOf,MetathalamusSegment                  
MedialGeniculateBodySegment,SubClassOf,MetathalamusSegment                  
Cerebellum,SubClassOf,MetencephalonSegment                  
CerebellumSegment,SubClassOf,MetencephalonSegment                  
LateralLemniscusTrigone,SubClassOf,MetencephalonZone                  
LemniscalTrigone,SubClassOf,MetencephalonZone                  
PontineTegmentumPostremaArea,SubClassOf,MetencephalonZone                  
PontocerebellarTrigone,SubClassOf,MetencephalonZone                  
ImmatureMicroglialCell,SubClassOf,MicroglialCell                  
MatureMicroglialCell,SubClassOf,MicroglialCell                  
LeftMidCingulateSegment,SubClassOf,MidCingulateSegment                  
RightMidCingulateSegment,SubClassOf,MidCingulateSegment                  
Inion,SubClassOf,MiddleAnatomicalPointofSkull                  
Nasion,SubClassOf,MiddleAnatomicalPointofSkull                  
LeftMiddleFinger,SubClassOf,MiddleFinger                  
RightMiddleFinger,SubClassOf,MiddleFinger                  
Forearm,SubClassOf,MiddleFreeLimbSegment                  
Leg,SubClassOf,MiddleFreeLimbSegment                  
AnaplasticOligoastrocytoma,SubClassOf,MixedAstrocyticOligodendroglial                  
Oligoactrocytoma,SubClassOf,MixedAstrocyticOligodendroglial                  
CellCulture,SubClassOf,ModelSystem                  
NonHumanPrimate,SubClassOf,ModelSystem                  
Organoid,SubClassOf,ModelSystem                  
Rabbit,SubClassOf,ModelSystem                  
Rodent,SubClassOf,ModelSystem                  
Slice,SubClassOf,ModelSystem                  
Zebrafish,SubClassOf,ModelSystem                  
ContextualandCuedFearConditioning,SubClassOf,ModelSystemAnxietyScale                  
ElevatedPlusMaze,SubClassOf,ModelSystemAnxietyScale                  
NoveltySuppressedFeeding,SubClassOf,ModelSystemAnxietyScale                  
OpenField,SubClassOf,ModelSystemAnxietyScale                  
PanicAttacks,SubClassOf,ModelSystemAnxietyScale                  
StressInducedHyperthermia,SubClassOf,ModelSystemAnxietyScale                  
ObjectBurying,SubClassOf,ModelSystemAutismScale                  
ReversalLearninginT-Maze,SubClassOf,ModelSystemAutismScale                  
SelfGrooming,SubClassOf,ModelSystemAutismScale                  
SocialTransmissionofFoodPreference,SubClassOf,ModelSystemAutismScale                  
ThreeChamberTest,SubClassOf,ModelSystemAutismScale                  
UltrasonicVocalizationsDdults,SubClassOf,ModelSystemAutismScale                  
UltrasonicVocalizationsPups,SubClassOf,ModelSystemAutismScale                  
8-OH-DPAT-InducedHypothermia,SubClassOf,ModelSystemDepressionScale                  
CombinedDexamethasoneCorticotropinReleasingHormoneTest,SubClassOf,ModelSystemDepressionScale                  
EndocrineResponseToTheImmobilizationStress,SubClassOf,ModelSystemDepressionScale                  
ForcedSwimTest,SubClassOf,ModelSystemDepressionScale                  
SexualBehaviorMales,SubClassOf,ModelSystemDepressionScale                  
SleepStructure,SubClassOf,ModelSystemDepressionScale                  
TailSuspensionTest,SubClassOf,ModelSystemDepressionScale                  
TastePreferenceTest,SubClassOf,ModelSystemDepressionScale                  
ModelSystemAnxietyScale,SubClassOf,ModelSystemPhysiologyMeasurementMethod                  
ModelSystemAutismScale,SubClassOf,ModelSystemPhysiologyMeasurementMethod                  
ModelSystemDepressionScale,SubClassOf,ModelSystemPhysiologyMeasurementMethod                  
FrameshiftVariant,SubClassOf,MolecularConsequence                  
InframeDeletionVariant,SubClassOf,MolecularConsequence                  
InframeIndelVariant,SubClassOf,MolecularConsequence                  
InframeInsertionVariant,SubClassOf,MolecularConsequence                  
MissenseVariant,SubClassOf,MolecularConsequence                  
NonsenseVariant,SubClassOf,MolecularConsequence                  
Splice-DA,SubClassOf,MolecularConsequence                  
StopLostVariant,SubClassOf,MolecularConsequence                  
SynonymousVariant,SubClassOf,MolecularConsequence                  
DegenerativeAbnormality,SubClassOf,MorphologicallyAbnormalStructure                  
Apoptosis,SubClassOf,MorphologicallyAlteredBodyStructure                  
MorphologicallyAbnormalStructure,SubClassOf,MorphologicallyAlteredBodyStructure                  
ComplexMotorEpisode,SubClassOf,MotorEpisode                  
SimpleMotorEpisode,SubClassOf,MotorEpisode                  
ComplexMotorSeizure,SubClassOf,MotorSeizure                  
SimpleMotorSeizure,SubClassOf,MotorSeizure                  
ComplexMotorStatus,SubClassOf,MotorStatus                  
SimpleMotorStatus,SubClassOf,MotorStatus                  
EpilepsyOfInfancyWithMigratingFocalSeizures,SubClassOf,MultiFocalEpilepsy                  
FamilialFocalEpilepsyWithVariableFoci,SubClassOf,MultiFocalEpilepsy                  
HemiconvulsionHemiplegiaEpilepsy,SubClassOf,MultiFocalEpilepsy                  
OtherMultiFocalEpilepsy,SubClassOf,MultiFocalEpilepsy                  
RasmussenSyndrome,SubClassOf,MultiFocalEpilepsy                  
CentralMyelin,SubClassOf,Myelin                  
PeripheralMyelin,SubClassOf,Myelin                  
EyelidMyoclonia,SubClassOf,MyoclonicSeizure                  
HeartMyocyte,SubClassOf,Myocyte                  
ElectrophysiologicalModality,SubClassOf,NervousSystemMeasurementModality                  
ImagingModality,SubClassOf,NervousSystemMeasurementModality                  
GlialCell,SubClassOf,NeuralCell                  
NeuralPrecusorCell,SubClassOf,NeuralCell                  
Neuroblast,SubClassOf,NeuralCell                  
Neuron,SubClassOf,NeuralCell                  
RadialGlialCell,SubClassOf,NeuralPrecusorCell                  
MetencephalonSegment,SubClassOf,NeuraxisCellPartCluster                  
NeuraxisGrayMatter,SubClassOf,NeuraxisCellPartCluster                  
NeuraxisZone,SubClassOf,NeuraxisCellPartCluster                  
TelencephalonBasalGanglion,SubClassOf,NeuraxisGanglion                  
InternalGrayMatterComponent,SubClassOf,NeuraxisGrayMatter                  
Brain,SubClassOf,NeuraxisSegment                  
BrainSegment,SubClassOf,NeuraxisSegment                  
DiencephalonZone,SubClassOf,NeuraxisZone                  
MedullaOblongata,SubClassOf,NeuraxisZone                  
MetencephalonZone,SubClassOf,NeuraxisZone                  
TelencephalonZone,SubClassOf,NeuraxisZone                  
AbnormalNeurologicalExamFinding,SubClassOf,NeurologicalExamFinding                  
NormalNeurologicalExamFinding,SubClassOf,NeurologicalExamFinding                  
DysmorphicNeurons,SubClassOf,Neuron                  
GranuleCell,SubClassOf,Neuron                  
Interneuron,SubClassOf,Neuron                  
PrincipalNeuron,SubClassOf,Neuron                  
PyramidalNeuron,SubClassOf,Neuron                  
ModerateNeuronalLoss,SubClassOf,NeuronalLoss                  
NoNeuronalLoss,SubClassOf,NeuronalLoss                  
SevereNeuronalLoss,SubClassOf,NeuronalLoss                  
AttentionDeficitHyperactivityDisorder,SubClassOf,NeuropsychiatricProblem                  
BipolarDisorder,SubClassOf,NeuropsychiatricProblem                  
Depression,SubClassOf,NeuropsychiatricProblem                  
DevelopmentalLanguageDisorder,SubClassOf,NeuropsychiatricProblem                  
ObsessiveCompulsiveDisorder,SubClassOf,NeuropsychiatricProblem                  
OppositionalDefiantDisorder,SubClassOf,NeuropsychiatricProblem                  
Schizophrenia,SubClassOf,NeuropsychiatricProblem                  
Cannabinoid,SubClassOf,NeuroTransmitter                  
LentiformNodularHeterotopia,SubClassOf,NodularHeterotopia                  
SubventricularNodularHeterotopia,SubClassOf,NodularHeterotopia                  
BehavioralArrest,SubClassOf,NonConvulsiveSeizure                  
CognitiveSeizure,SubClassOf,NonConvulsiveSeizure                  
EmotionalSeizure,SubClassOf,NonConvulsiveSeizure                  
SensorySeizure,SubClassOf,NonConvulsiveSeizure                  
EpendymalTumor,SubClassOf,NonDiffuseGlioma                  
OtherAstrocyticTumor,SubClassOf,NonDiffuseGlioma                  
OtherGlioma,SubClassOf,NonDiffuseGlioma                  
AutonomicEpisode,SubClassOf,NonEpilepticSeizure                  
DialepticEpisode,SubClassOf,NonEpilepticSeizure                  
MotorEpisode,SubClassOf,NonEpilepticSeizure                  
SpecialEpisode,SubClassOf,NonEpilepticSeizure                  
SubClinicalEpisode,SubClassOf,NonEpilepticSeizure                  
Baboon,SubClassOf,NonHumanPrimate                  
Macaque,SubClassOf,NonHumanPrimate                  
Monkey,SubClassOf,NonHumanPrimate                  
Thrombocyte,SubClassOf,NonNucleatedCell                  
AnatomicalContainment,SubClassOf,Non-physicalAnatomicalEntity                  
AnatomicalCoordinate,SubClassOf,Non-physicalAnatomicalEntity                  
ActivationProcedure,SubClassOf,NormalElectroencephalogramPattern                  
AlphaRhythm,SubClassOf,NormalElectroencephalogramPattern                  
AnteriorSlowActivityinChildren,SubClassOf,NormalElectroencephalogramPattern                  
BetaActivity,SubClassOf,NormalElectroencephalogramPattern                  
DeltaRhythm,SubClassOf,NormalElectroencephalogramPattern                  
LambdaWave,SubClassOf,NormalElectroencephalogramPattern                  
MuRhythm,SubClassOf,NormalElectroencephalogramPattern                  
PosteriorSlowWavesofYouth,SubClassOf,NormalElectroencephalogramPattern                  
SleepRelatedElectroencephalogramPattern,SubClassOf,NormalElectroencephalogramPattern                  
TemporalSlowActivity,SubClassOf,NormalElectroencephalogramPattern                  
ThetaActivity,SubClassOf,NormalElectroencephalogramPattern                  
MolecularImaging,SubClassOf,NuclearMedicineImaging                  
PositronEmissionTomography,SubClassOf,NuclearMedicineImaging                  
SinglePhotonImaging,SubClassOf,NuclearMedicineImaging                  
Erythrocyte,SubClassOf,NucleatedCell                  
Leukocyte,SubClassOf,NucleatedCell                  
CompulsiveNeurosis,SubClassOf,ObsessiveCompulsiveDisorder                  
LeftOccipitalLobe,SubClassOf,OccipitalLobe                  
RightOccipitalLobe,SubClassOf,OccipitalLobe                  
LateralOccipitalEpilepsy,SubClassOf,OccipitalLobeEpilepsy                  
MesialOccipitalEpilepsy,SubClassOf,OccipitalLobeEpilepsy                  
OccipitalPoleEpilepsy,SubClassOf,OccipitalLobeEpilepsy                  
BasalOccipitalLobeSegment,SubClassOf,OccipitalLobeSegment                  
LateralOccipitalLobeSegment,SubClassOf,OccipitalLobeSegment                  
MesialOccipitalLobeSegment,SubClassOf,OccipitalLobeSegment                  
LeftOccipitalPole,SubClassOf,OccipitalPole                  
RightOccipitalPole,SubClassOf,OccipitalPole                  
LeftOccipitalPoleProper,SubClassOf,OccipitalPoleProper                  
RightOccipitalPoleProper,SubClassOf,OccipitalPoleProper                  
ProcessualEntity,SubClassOf,Occurrent                  
TemporalEntity,SubClassOf,Occurrent                  
IctalDystonia,SubClassOf,occursAt Ictal                 
ParoxysmalEvent,SubClassOf,occursAt Death                 
PeriictalHeadache,SubClassOf,occursAt PeriIctal                 
PostictalAphasia,SubClassOf,occursAt PostIctal                 
HindLimbExtension,SubClassOf,occursIn Rodent                 
AnaplasticOligodendroglioma,SubClassOf,Oligodendroglial                  
Oligodendroglioma,SubClassOf,Oligodendroglial                  
PolymorphousLow-gradeNeuroepithelialTumoroftheYoung,SubClassOf,Oligodendroglial                  
OneDimensionalXCoordinateDatum,SubClassOf,OneDimensionalCartesianSpatialCoordinateDatum                  
CONXCoord2D,SubClassOf,OneDimensionalXCoordinateDatum                  
CONXCoord3D,SubClassOf,OneDimensionalXCoordinateDatum                  
COPXCoord2D,SubClassOf,OneDimensionalXCoordinateDatum                  
COPXCoord3D,SubClassOf,OneDimensionalXCoordinateDatum                  
OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAnger,SubClassOf,OppositionalDefiantDisorder                  
OppositionalDefiantDisorderWithoutChronicIrritabilityAnger,SubClassOf,OppositionalDefiantDisorder                  
OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAngerWithLimitedProsocialEmotions,SubClassOf,OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAnger                  
OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAngerWithNormalProsocialEmotions,SubClassOf,OppositionalDefiantDisorderCo-occurrentWithChronicIrritabilityAnger                  
OppositionalDefiantDisorderWithoutChronicIrritabilityAngerWithLimitedProsocialEmotions,SubClassOf,OppositionalDefiantDisorderWithoutChronicIrritabilityAnger                  
CerebralCortexRegion,SubClassOf,OrganComponentRegion                  
GeneticBackground,SubClassOf,OrganismGenotype                  
OrganismStrain,SubClassOf,OrganismGenotype                  
Age,SubClassOf,OrganismPhenotype                  
Gender,SubClassOf,OrganismPhenotype                  
OrganSegment,SubClassOf,OrganRegion                  
NeuraxisSegment,SubClassOf,OrganSegment                  
AnaplasticPleomorphicXanthoastrocytoma,SubClassOf,OtherAstrocyticTumor                  
PilocyticAstrocytoma,SubClassOf,OtherAstrocyticTumor                  
PleomorhicXanthoastrocytoma,SubClassOf,OtherAstrocyticTumor                  
SubependymalGiantCellAstrocytoma,SubClassOf,OtherAstrocyticTumor                  
AngiocentricGlioma,SubClassOf,OtherGlioma                  
Astroblastoma,SubClassOf,OtherGlioma                  
IsomorphicAstrocytoma,SubClassOf,OtherGlioma                  
Occurrent,SubClassOf,owl:Thing                  
LeftParietalLobe,SubClassOf,ParietalLobe                  
RightParietalLobe,SubClassOf,ParietalLobe                  
LateralParietalEpilepsy,SubClassOf,ParietalLobeEpilepsy                  
MesialParietalEpilepsy,SubClassOf,ParietalLobeEpilepsy                  
LateralParietalLobeSegment,SubClassOf,ParietalLobeSegment                  
MesialParietalLobeSegment,SubClassOf,ParietalLobeSegment                  
AnimalSeizure-likeActivity,SubClassOf,ParoxysmalEvent                  
BilateralSeizure,SubClassOf,ParoxysmalEvent                  
ChildhoodFebrileSeizure,SubClassOf,ParoxysmalEvent                  
ClinicalOnset,SubClassOf,ParoxysmalEvent                  
ClinicalSeizureEnd,SubClassOf,ParoxysmalEvent                  
EpilepticSeizure,SubClassOf,ParoxysmalEvent                  
FocalSeizure,SubClassOf,ParoxysmalEvent                  
GeneralizedSeizure,SubClassOf,ParoxysmalEvent                  
NonEpilepticSeizure,SubClassOf,ParoxysmalEvent                  
SeizureCluster,SubClassOf,ParoxysmalEvent                  
SpontaneousSeizure,SubClassOf,ParoxysmalEvent                  
StatusEpilepticus,SubClassOf,ParoxysmalEvent                  
StimulusInducedSeizure,SubClassOf,ParoxysmalEvent                  
ClinicalCareManagement,SubClassOf,PatientCareManagement                  
Shoulder,SubClassOf,PectoralGirdleSubdivision                  
Bi-PeriodicLateralizedEpileptiformDischarge,SubClassOf,PeriodicLateralizedEpileptiformDischarge                  
BodyTemperature,SubClassOf,PhysiologicalData                  
ElectrophysiologicalData,SubClassOf,PhysiologicalData                  
HeartRate,SubClassOf,PhysiologicalData                  
RespiratoryRate,SubClassOf,PhysiologicalData                  
JitteryPhase,SubClassOf,PhysiologicalPathologicalProcess                  
ParoxysmalEvent,SubClassOf,PhysiologicalPathologicalProcess                  
SeizureFeature,SubClassOf,PhysiologicalPathologicalProcess                  
PhysiologicalPathologicalProcess,SubClassOf,PhysiologicalProcess                  
PrematureMortality,SubClassOf,PhysiologicalProcess                  
FocalPolyspikes,SubClassOf,PolySpikes                  
GeneralizedPolyspikes,SubClassOf,PolySpikes                  
LeftPosteriorCingulateSegment,SubClassOf,PosteriorCingulateSegment                  
RightPosteriorCingulateSegment,SubClassOf,PosteriorCingulateSegment                  
LeftPosteriorFrontalLobeSegment,SubClassOf,PosteriorFrontalLobeSegment                  
RightPosteriorFrontalLobeSegment,SubClassOf,PosteriorFrontalLobeSegment                  
LeftPosteriorTemporalLobeSegment,SubClassOf,PosteriorTemporalLobeSegment                  
RightPosteriorTemporalLobeSegment,SubClassOf,PosteriorTemporalLobeSegment                  
HindLimbExtension,SubClassOf,PostureAtDeath                  
Prone,SubClassOf,PostureAtDeath                  
Supine,SubClassOf,PostureAtDeath                  
AmitriptylineHydrochloride,SubClassOf,PreciseDrugIngredient                  
AmitriptylineOxide,SubClassOf,PreciseDrugIngredient                  
AmitriptylinePamoate,SubClassOf,PreciseDrugIngredient                  
AmphetamineAspartate,SubClassOf,PreciseDrugIngredient                  
AmphetamineAspartateMonohydrate,SubClassOf,PreciseDrugIngredient                  
AmphetamineSaccharate,SubClassOf,PreciseDrugIngredient                  
AmphetamineSulfate,SubClassOf,PreciseDrugIngredient                  
AsenapineMaleate,SubClassOf,PreciseDrugIngredient                  
AtomoxetineHydrochloride,SubClassOf,PreciseDrugIngredient                  
BupropionHydrobromide,SubClassOf,PreciseDrugIngredient                  
BupropionHydrochloride,SubClassOf,PreciseDrugIngredient                  
CitalopramHydrobromide,SubClassOf,PreciseDrugIngredient                  
ClomipramineHydrochloride,SubClassOf,PreciseDrugIngredient                  
DesipramineDibudinate,SubClassOf,PreciseDrugIngredient                  
DesipramineHydrochloride,SubClassOf,PreciseDrugIngredient                  
DesvenlafaxineSuccinate,SubClassOf,PreciseDrugIngredient                  
DexmethylphenidateHydrochloride,SubClassOf,PreciseDrugIngredient                  
DextroamphetamineSaccharate,SubClassOf,PreciseDrugIngredient                  
DextroamphetamineSulfate,SubClassOf,PreciseDrugIngredient                  
DothiepinHydrochloride,SubClassOf,PreciseDrugIngredient                  
DoxepinHydrochloride,SubClassOf,PreciseDrugIngredient                  
DuloxetineHydrochloride,SubClassOf,PreciseDrugIngredient                  
EscitalopramOxalate,SubClassOf,PreciseDrugIngredient                  
FenfluramineHydrochloride,SubClassOf,PreciseDrugIngredient                  
FluoxetineHydrochloride,SubClassOf,PreciseDrugIngredient                  
FluvoxamineMaleate,SubClassOf,PreciseDrugIngredient                  
ImipramineHydrochloride,SubClassOf,PreciseDrugIngredient                  
ImipraminePamoate,SubClassOf,PreciseDrugIngredient                  
LevomepromazineMaleate,SubClassOf,PreciseDrugIngredient                  
LisdexamfetamineDimesylate,SubClassOf,PreciseDrugIngredient                  
LithiumOrotate,SubClassOf,PreciseDrugIngredient                  
LofepramineHydrochloride,SubClassOf,PreciseDrugIngredient                  
LurasidoneHydrochloride,SubClassOf,PreciseDrugIngredient                  
MaprotilineHydrochloride,SubClassOf,PreciseDrugIngredient                  
MaprotilineMesylate,SubClassOf,PreciseDrugIngredient                  
MethylphenidateHydrochloride,SubClassOf,PreciseDrugIngredient                  
MianserinHydrochloride,SubClassOf,PreciseDrugIngredient                  
MilnacipranHydrochloride,SubClassOf,PreciseDrugIngredient                  
NefazodoneHydrochloride,SubClassOf,PreciseDrugIngredient                  
NortriptylineHydrochloride,SubClassOf,PreciseDrugIngredient                  
OpipramolHydrochloride,SubClassOf,PreciseDrugIngredient                  
ValproicAcid,SubClassOf,PreciseDrugIngredient                  
ZuclopenthixolAcetate,SubClassOf,PreciseDrugIngredient                  
ZuclopenthixolDecanoate,SubClassOf,PreciseDrugIngredient                  
ZuclopenthixolDihydrochloride,SubClassOf,PreciseDrugIngredient                  
Accident,SubClassOf,PrematureMortality                  
Pneumonia,SubClassOf,PrematureMortality                  
SuddenInfantDeathSyndrome,SubClassOf,PrematureMortality                  
SuddenUnexpectedDeathinEpilepsy,SubClassOf,PrematureMortality                  
SuddenUnexpectedDeathinYoung,SubClassOf,PrematureMortality                  
Suicide,SubClassOf,PrematureMortality                  
UnderlyingDisorder,SubClassOf,PrematureMortality                  
Delivery,SubClassOf,ProcessualEntity                  
Labor,SubClassOf,ProcessualEntity                  
PhysiologicalProcess,SubClassOf,ProcessualEntity                  
Pregnancy,SubClassOf,ProcessualEntity                  
SpatioTemporalRegion,SubClassOf,ProcessualEntity                  
AdhesionMolecule,SubClassOf,ProteinFunction                  
Channel,SubClassOf,ProteinFunction                  
Endocytosis,SubClassOf,ProteinFunction                  
IonChannel,SubClassOf,ProteinFunction                  
NeuralDevelopment,SubClassOf,ProteinFunction                  
NeurotransmitterReceptor,SubClassOf,ProteinFunction                  
NeurotransmitterSynthesis,SubClassOf,ProteinFunction                  
TranscriptionFactor,SubClassOf,ProteinFunction                  
Voltage-gatedPotassiumChannelAssociatedProtein,SubClassOf,ProteinFunction                  
Arm,SubClassOf,ProximalFreeLimbSegment                  
Thigh,SubClassOf,ProximalFreeLimbSegment                  
DejaVu,SubClassOf,PsychicAura                  
JamaisVu,SubClassOf,PsychicAura                  
DejaVuStatus,SubClassOf,PyschicAuraStatus                  
JamaisVuStatus,SubClassOf,PyschicAuraStatus                  
BalloonCell,SubClassOf,RadialGlialCell                  
BlurringofGreyWhiteMatterJunction,SubClassOf,RadiologicalExaminationFinding                  
NegativeMagneticResonanceImagingFinding,SubClassOf,RadiologicalExaminationFinding                  
PositiveMagneticResonanceImagingFinding,SubClassOf,RadiologicalExaminationFinding                  
AlphaVariant,SubClassOf,RhythmicBenignVariant                  
FrontalArousalRhythm,SubClassOf,RhythmicBenignVariant                  
MidlineThetaRhythm,SubClassOf,RhythmicBenignVariant                  
RhytmicTemporalThetaBurstsofDrowsiness,SubClassOf,RhythmicBenignVariant                  
SubclinicalRhythmicElectrographicDischargesinAdult,SubClassOf,RhythmicBenignVariant                  
LeftRingFinger,SubClassOf,RingFinger                  
RightRingFinger,SubClassOf,RingFinger                  
Mouse,SubClassOf,Rodent                  
Rat,SubClassOf,Rodent                  
ElectrodeA1,SubClassOf,ScalpElectrode                  
ElectrodeA2,SubClassOf,ScalpElectrode                  
ElectrodeAF3,SubClassOf,ScalpElectrode                  
ElectrodeAF4,SubClassOf,ScalpElectrode                  
ElectrodeAF7,SubClassOf,ScalpElectrode                  
ElectrodeAF8,SubClassOf,ScalpElectrode                  
ElectrodeAFz,SubClassOf,ScalpElectrode                  
ElectrodeC2,SubClassOf,ScalpElectrode                  
ElectrodeC3,SubClassOf,ScalpElectrode                  
ElectrodeC4,SubClassOf,ScalpElectrode                  
ElectrodeC5,SubClassOf,ScalpElectrode                  
ElectrodeC6,SubClassOf,ScalpElectrode                  
ElectrodeCI4,SubClassOf,ScalpElectrode                  
ElectrodeCI5,SubClassOf,ScalpElectrode                  
ElectrodeCI6,SubClassOf,ScalpElectrode                  
ElectrodeCP1,SubClassOf,ScalpElectrode                  
ElectrodeCP2,SubClassOf,ScalpElectrode                  
ElectrodeCP3,SubClassOf,ScalpElectrode                  
ElectrodeCP4,SubClassOf,ScalpElectrode                  
ElectrodeCP5,SubClassOf,ScalpElectrode                  
ElectrodeCP6,SubClassOf,ScalpElectrode                  
ElectrodeCPz,SubClassOf,ScalpElectrode                  
ElectrodeCz,SubClassOf,ScalpElectrode                  
ElectrodeF1,SubClassOf,ScalpElectrode                  
ElectrodeF10,SubClassOf,ScalpElectrode                  
ElectrodeF2,SubClassOf,ScalpElectrode                  
ElectrodeF3,SubClassOf,ScalpElectrode                  
ElectrodeF4,SubClassOf,ScalpElectrode                  
ElectrodeF5,SubClassOf,ScalpElectrode                  
ElectrodeF6,SubClassOf,ScalpElectrode                  
ElectrodeF7,SubClassOf,ScalpElectrode                  
ElectrodeF8,SubClassOf,ScalpElectrode                  
ElectrodeF9,SubClassOf,ScalpElectrode                  
ElectrodeFC1,SubClassOf,ScalpElectrode                  
ElectrodeFC2,SubClassOf,ScalpElectrode                  
ElectrodeFC3,SubClassOf,ScalpElectrode                  
ElectrodeFC4,SubClassOf,ScalpElectrode                  
ElectrodeFC5,SubClassOf,ScalpElectrode                  
ElectrodeFC6,SubClassOf,ScalpElectrode                  
ElectrodeFCz,SubClassOf,ScalpElectrode                  
ElectrodeFP1,SubClassOf,ScalpElectrode                  
ElectrodeFP2,SubClassOf,ScalpElectrode                  
ElectrodeFPz,SubClassOf,ScalpElectrode                  
ElectrodeFT10,SubClassOf,ScalpElectrode                  
ElectrodeFT7,SubClassOf,ScalpElectrode                  
ElectrodeFT8,SubClassOf,ScalpElectrode                  
ElectrodeFT9,SubClassOf,ScalpElectrode                  
ElectrodeFz,SubClassOf,ScalpElectrode                  
ElectrodeIz,SubClassOf,ScalpElectrode                  
ElectrodeNz,SubClassOf,ScalpElectrode                  
ElectrodeO1,SubClassOf,ScalpElectrode                  
ElectrodeO2,SubClassOf,ScalpElectrode                  
ElectrodeOz,SubClassOf,ScalpElectrode                  
