Subject,Predicate,Object
OpenLabelDesign,hasLimitation,NoPlaceboComparator
EfficacyAssessment,computedFrom,ParentTrialBaseline
MealComposition,notRecordedIn,DosingContext
BidailyAdministration,likelyOccursNear,MealTime
CannabisExtract,usedToTreat,Epilepsy
CannabisExtract,improvesHealthOf,ChildWithRefractoryEpilepsy
RefractoryEpilepsy,includes,DravetSyndrome
Epidyolex,subtypeOf,PurifiedCannabidiolPreparation
Epidyolex,approvedFor,IntractableChildhoodEpilepsy
ArtisanalCannabisOil,derivedFrom,CannabisPlant
ArtisanalCannabisOil,contains,Cannabidiol
ArtisanalCannabisOil,canContain,Delta9Tetrahydrocannabinol
Delta9Tetrahydrocannabinol,subtypeOf,Phytocannabinoid
Delta9Tetrahydrocannabinol,canInteractWith,Cannabidiol
Cannabidiol,canInteractWith,Delta9Tetrahydrocannabinol
CannabidiolAndDelta9Tetrahydrocannabinol,canInteractSynergisticallyToImprove,TherapeuticOutcome
Cannabidiol,canReduce,Delta9TetrahydrocannabinolAdverseEffect
Cannabidiol,canPotentiate,Delta9TetrahydrocannabinolAdverseEffect
Delta9Tetrahydrocannabinol,hasProperty,AnticonvulsantEffectInRodentSeizureModel
Delta9Tetrahydrocannabinol,hasProperty,ProconvulsantEffectInSomeRodentModel
DravetSyndrome,subtypeOf,DrugResistantChildhoodEpilepsy
DravetSyndrome,subtypeOf,PaediatricEncephalopathy
SCN1APathogenicVariant,associatedWith,DravetSyndrome
Scn1aHeterozygousDeletion,models,DravetSyndrome
Scn1aPlusMinusMouse,hasPhenotype,HyperthermiaInducedSeizureSusceptibility
Scn1aPlusMinusMouse,hasPhenotype,EarlyOnsetSpontaneousSeizure
Scn1aPlusMinusMouse,hasPhenotype,PrematureMortality
Scn1aPlusMinusMouse,hasPredictiveValidityFor,ClobazamTreatment
Scn1aPlusMinusMouse,hasPredictiveValidityFor,ValproicAcidTreatment
Scn1aPlusMinusMouse,hasPredictiveValidityFor,CannabidiolTreatment
ResearchQuestion,examinesWhether,Delta9TetrahydrocannabinolModulatesCannabidiolAnticonvulsantEfficacy
CannabidiolAndDelta9TetrahydrocannabinolCombination,evaluatedIn,Scn1aPlusMinusMouse
CannabinoidTreatment,deliveredAs,SubchronicOralChowAdministration
HyperthermiaInducedSeizureAssay,performedIn,Scn1aPlusMinusMouse
HyperthermiaInducedSeizureAssay,models,FeverProvokedSeizure
Fever,provokes,SeizureInDravetSyndrome
SpontaneousSeizureMonitoring,quantifies,SpontaneousGeneralizedTonicClonicSeizure
SeizureSeverityScoring,usesCriterion,TonicHindlimbExtension
SurvivalMonitoring,tracks,PrematureMortality
PlasmaSample,collectedFrom,Mouse
BrainSample,collectedFrom,Mouse
AnimalEthicsApproval,grantedBy,UniversityOfSydneyAnimalEthicsCommittee
Scn1aPlusMinusMouse,maintainedOn,129S6SvEvTacBackground
F1Mouse,generatedByBreeding,129Scn1aPlusMinusWithC57BL6J
ExperimentalDesign,evaluatesEffectOn,HyperthermiaInducedSeizure
ExperimentalDesign,evaluatesEffectOn,SpontaneousSeizureFrequency
ExperimentalDesign,evaluatesEffectOn,SeizureSeverity
ExperimentalDesign,evaluatesEffectOn,Survival
LowDoseDelta9Tetrahydrocannabinol,hasEffect,AnticonvulsantAgainstHyperthermiaInducedSeizure
HighDoseDelta9Tetrahydrocannabinol,lacksEffect,AnticonvulsantAgainstHyperthermiaInducedSeizure
Delta9Tetrahydrocannabinol,increases,GTCSHyperthermiaThresholdTemperature
Delta9Tetrahydrocannabinol,doesNotCause,OvertSedationAtLowDose
AnticonvulsantDoseCannabidiol,hasEffect,AnticonvulsantAgainstHyperthermiaInducedSeizure
SubthresholdDoseCannabidiol,lacksEffect,AnticonvulsantAgainstHyperthermiaInducedSeizure
SubthresholdDoseCannabidiol,enhances,LowDoseDelta9TetrahydrocannabinolAnticonvulsantEffect
CannabidiolAndDelta9TetrahydrocannabinolAcuteCombination,hasEffect,GreaterAnticonvulsantEffectThanMonotherapy
CannabidiolAndDelta9TetrahydrocannabinolAcuteCombination,increases,PlasmaCannabidiolConcentration
CannabidiolAndDelta9TetrahydrocannabinolAcuteCombination,increases,PlasmaDelta9TetrahydrocannabinolConcentration
CannabidiolAndDelta9TetrahydrocannabinolCombination,hasProperty,PharmacokineticInteraction
SubchronicDelta9TetrahydrocannabinolMonotherapy,doesNotChange,SpontaneousSeizureFrequency
SubchronicDelta9TetrahydrocannabinolMonotherapy,doesNotChange,SeizureSeverity
SubchronicDelta9TetrahydrocannabinolMonotherapy,doesNotChange,Survival
SubchronicCannabidiolMonotherapy,doesNotChange,SpontaneousSeizureFrequency
SubchronicCannabidiolMonotherapy,doesNotChange,SeizureSeverity
SubchronicCannabidiolMonotherapy,doesNotChange,Survival
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,doesNotChange,SpontaneousSeizureFrequency
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,increases,SpontaneousSeizureSeverity
IncreasedSpontaneousSeizureSeverity,associatedWith,HigherProportionOfTonicHindlimbExtension
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,reduces,Survival
ReducedSurvival,represents,IncreasedPrematureMortality
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,increases,PlasmaCannabidiolConcentration
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,increases,PlasmaDelta9TetrahydrocannabinolConcentration
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,tendsToIncrease,BrainCannabidiolConcentration
SubchronicCannabidiolAndDelta9TetrahydrocannabinolCombination,tendsToIncrease,BrainDelta9TetrahydrocannabinolConcentration
BrainPlasmaRatio,remains,SimilarAcrossTreatments
HighDoseDelta9TetrahydrocannabinolMonotherapy,doesNotChange,SpontaneousSeizureFrequency
HighDoseDelta9TetrahydrocannabinolMonotherapy,doesNotChange,SeizureSeverity
HighDoseDelta9TetrahydrocannabinolMonotherapy,doesNotChange,Survival
LowerDoseCannabidiolAndDelta9TetrahydrocannabinolCombination,doesNotChange,SpontaneousSeizureFrequency
LowerDoseCannabidiolAndDelta9TetrahydrocannabinolCombination,increases,SpontaneousSeizureSeverity
LowerDoseCannabidiolAndDelta9TetrahydrocannabinolCombination,reduces,Survival
Delta9TetrahydrocannabinolLowDose,isAnticonvulsantAgainst,HyperthermiaInducedSeizure
CannabidiolHighDose,isAnticonvulsantAgainst,HyperthermiaInducedSeizure
CannabidiolAndDelta9TetrahydrocannabinolAcuteCombination,exhibits,PositivePharmacologicalInteraction
PositivePharmacologicalInteraction,mayBeExplainedBy,PharmacokineticInteraction
PositivePharmacologicalInteraction,mayBeExplainedBy,ComplementaryTargetModulation
CB1Receptor,mediatesActionOf,Delta9Tetrahydrocannabinol
Delta9Tetrahydrocannabinol,reduces,GlutamateReleaseViaCB1Receptor
Cannabidiol,modulates,GABAReceptor
ComplementaryTargetModulation,regulates,NeuronalExcitability
SubchronicCombinationTreatment,causes,ProconvulsantEffectOnSpontaneousSeizureSeverity
ProconvulsantEffectOnSpontaneousSeizureSeverity,canCompromise,CardiorespiratoryCircuit
CardiorespiratoryCircuitCompromise,canLeadTo,Death
ProconvulsantEffectOnSpontaneousSeizureSeverity,notExplainedBy,HighDelta9TetrahydrocannabinolExposureAlone
DivergentDrugEffects,occurAcross,Scn1aPlusMinusPhenotypes
Stiripentol,isAnticonvulsantAgainst,HyperthermiaInducedSeizure
Stiripentol,doesNotChange,SpontaneousSeizureOrSurvival
GS967,reduces,SpontaneousSeizure
GS967,improves,Survival
GS967,doesNotChange,HyperthermiaInducedSeizure
Lamotrigine,isContraindicatedIn,DravetSyndrome
Lamotrigine,isProconvulsantFor,HyperthermiaInducedSeizure
Lamotrigine,isProconvulsantFor,SpontaneousSeizure
Lamotrigine,improves,SurvivalInScn1aPlusMinusMouse
CBDDominantCannabisProduct,contains,Delta9Tetrahydrocannabinol
CBDDominantCannabisProduct,usedBy,ChildhoodEpilepsyPatient
CannabidiolAndDelta9TetrahydrocannabinolCombination,mayBeBetterFor,AcuteRescueOfFebrileSeizure
ChronicCannabidiolAndDelta9TetrahydrocannabinolCombination,mayBeProblematicFor,DravetSyndrome
CannabinoidMetabolism,involves,CytochromeP450Enzyme
CannabidiolAndDelta9TetrahydrocannabinolCoadministration,increases,PlasmaDrugConcentration
Delta9Tetrahydrocannabinol,canIncrease,PlasmaCannabidiolConcentration
Cannabidiol,canIncrease,PlasmaDelta9TetrahydrocannabinolConcentration
ClinicalSurveillance,isImportantFor,MedicinalCannabisProductUseInChildhoodEpilepsy
SafetyDataCollection,isImportantFor,MedicinalCannabisProductUseInChildhoodEpilepsy
DravetSyndrome,canEvolveTo,StatusEpilepticus
SCN1ALossOfFunctionVariant,associatedWith,DravetSyndrome
DravetSyndrome,hasProperty,RareEpilepsySyndrome
DravetSyndrome,representsSubsetOf,InfantileEpilepsy
MultipleSeizureTypes,includes,FocalSeizure
DravetSyndrome,associatedWith,CognitivePlateauing
DravetSyndrome,associatedWith,BehavioralProblem
PrematureDeath,includesCause,SUDEP
HealthcareSystemCompromise,increasesRiskFor,DravetSyndromeFamilyVulnerability
Infection,triggers,SeizureInDravetSyndrome
Fever,triggers,SeizureInDravetSyndrome
Infection,triggers,StatusEpilepticusInDravetSyndrome
Fever,triggers,StatusEpilepticusInDravetSyndrome
RecurrentRespiratoryInfection,commonIn,DravetSyndrome
InfectionProphylaxis,neededIn,DravetSyndrome
FeverProphylaxis,neededIn,DravetSyndrome
AntiseizureMedication,usedIn,DravetSyndrome
DravetSyndrome,associatedWith,HighEmergencyFacilityUse
COVID19,subtypeOf,InfectiousRespiratoryDisease
COVID19,causedBy,SARSCoV2
COVID19Pandemic,leadsTo,Lockdown
Lockdown,includes,SocialIsolation
Lockdown,includes,PhysicalDistancing
ResearchAim,explores,COVID19PandemicImpactOnDravetSyndromeFamily
OnlineSurvey,targets,CaregiverOfPatientWithDravetSyndrome
OnlineSurvey,hasSection,ResponderDemographics
OnlineSurvey,hasSection,PatientDemographics
OnlineSurvey,hasSection,ProtectiveMeasuresBeforeAndDuringLockdown
OnlineSurvey,hasSection,COVID19ExposureAndInfection
OnlineSurvey,hasSection,DravetSyndromeSymptomsAndCareOrganization
OnlineSurvey,hasSection,TelevisitPreference
OnlineSurvey,availableIn,MultipleLanguages
ResponseAnonymity,prevents,PatientIdentification
EthicsApproval,grantedBy,NeckerEnfantsMaladesUniversityHospitalEthicsCommittee
CaregiverRespondent,commonlyIs,Mother
CaregiverRespondent,commonlyIs,Father
PatientCohort,includes,MalePatient
PatientCohort,includes,FemalePatient
PatientCohort,spans,Childhood
PatientCohort,spans,Adulthood
SeizureDiary,usedToReport,SeizureOccurrence
Lockdown,associatedWith,StableEpilepsyInMostPatients
Lockdown,increases,SeizureFrequencyInSomePatients
Lockdown,improves,SeizureFrequencyInSomePatients
EmergencyCareNeed,rareDuring,Lockdown
BehaviorDisorder,worsensDuring,Lockdown
BehaviorDisorderWorsening,occursDespite,StableEpilepsy
BehaviorDisorderWorsening,occursWith,WorsenedEpilepsy
BehaviorDisorderWorsening,occursWith,ImprovedEpilepsy
BehaviorDisorderWorsening,observedAcross,AgeGroup
ProtectiveMeasureAgainstInfection,commonlyUsedBefore,COVID19Pandemic
ProtectiveMeasureDuringPandemic,includes,FacemaskUse
FacemaskUse,commonlyUsedBy,Caregiver
FacemaskUse,canBeUsedBy,FamilyMember
FacemaskUse,lessCommonFor,PatientWithDravetSyndrome
LimitedFacemaskAcceptance,associatedWith,IntellectualDisability
LimitedFacemaskAcceptance,associatedWith,BehaviorDisorder
DecontaminationProcedure,implementedDuring,Lockdown
DecontaminationProcedure,includes,WashingExposedPartsWithSoapAndWater
DecontaminationProcedure,includes,WashingExposedPartsWithHydroAlcoholicSolution
DecontaminationProcedure,includes,ShowerAfterReturningHome
COVID19Testing,performedIn,PatientWithRespiratorySymptomAndFever
COVID19Infection,rareIn,PatientCohort
COVID19Infection,canPresentWith,Fever
COVID19Infection,canPresentWithout,SeizureExacerbation
DailyActivityBeforeLockdown,includes,SchoolAttendance
DailyActivityBeforeLockdown,includes,SpecialInstituteAttendance
DailyActivityBeforeLockdown,includes,ProtectedWorkActivity
DailyActivityBeforeLockdown,includes,DayCenterActivity
RemoteEducation,implementedDuring,Lockdown
RemoteEducation,deliveredVia,DidacticVideoConference
RemoteEducation,organizedBy,SchoolTeam
RemoteEducation,organizedBy,FamilySupportGroup
ClinicAppointment,canBe,PostponedDuringLockdown
ClinicAppointment,canBe,OnsiteVisitWithSpecialPermission
ClinicAppointment,canBe,RemoteConsultation
RemoteConsultation,includes,TelephoneConsultation
RemoteConsultation,includes,VideoConsultation
RemoteConsultation,welcomedBy,ManyFamilies
RemoteConsultation,valuedFor,ReducedTravelTime
RemoteConsultation,valuedFor,ReducedWaitingRoomTime
VideoConsultation,consideredImportantFor,RemoteCommunication
PsychologicalSupport,rareDuring,Lockdown
RemotePsychologicalSupport,includes,PhoneSupport
RemotePsychologicalSupport,includes,VideoSupport
RemotePsychologicalSupport,includes,TextSupport
RemotePsychologicalSupport,perceivedAs,InsufficientByFamilies
UnmetPsychologicalSupportNeed,commonAmong,Families
ClinicalTrialParticipation,continuesDuring,Lockdown
InvestigationalTreatment,continuedDuring,Lockdown
ClinicalTrialVisit,often,PostponedDuringLockdown
InvestigationalTreatmentDelivery,canBe,HomeDelivery
InvestigationalTreatmentDelivery,canBe,DeliveryToAccessibleInstitution
Epilepsy,remains,RelativelyStableDuringLockdown
BehaviorDisorder,worsensIn,ManyPatientsDuringLockdown
ProtectiveMeasureAdoption,mayContributeTo,LowCOVID19InfectionRate
FacemaskRequirement,canLimit,CommunityActivityParticipation
CommunityActivityParticipation,includes,SchoolReintegration
FrequentFebrileEpisode,associatedWith,HigherBaselineProtectiveMeasureUse
FrequentFebrileEpisode,associatedWith,FeverInducedStatusEpilepticusBurden
BehaviorWorsening,mayBeRelatedTo,LossOfDailyActivity
BehaviorWorsening,mayBeRelatedTo,LossOfRehabilitationProgram
BehaviorWorsening,mayBeRelatedTo,ExtremeSocialIsolation
PersonalizedSupportProgram,shouldBalance,InfectionProtectionAndRehabilitationNeed
Telemedicine,perceivedAs,SupportiveForFamilies
Telemedicine,canMitigate,Isolation
TelemedicineProtocol,shouldBeEstablishedFor,FutureEmergencySituation
TelemedicineProtocol,shouldBeEstablishedFor,RoutineCareForDistantFamilies
EmergencyContactWithMedicalTeam,desiredBy,Families
ClinicalTrialReorganization,preserves,TreatmentContinuity
PatientAdvocacyGroup,requests,RemoteConsultationAdoption
Televisit,canReduce,TravelExpense
Televisit,canImprove,QualityOfLifeForCaregiver
Televisit,canImprove,QualityOfLifeForPatientWithDravetSyndrome
Ataluren,subtypeOf,ReadThroughCompound
Ataluren,promotesReadThroughOf,PrematureStopCodon
Ataluren,increases,ProteinExpression
Ataluren,increasesTranslationOf,FullLengthProtein
Ataluren,doesNotModify,Transcription
Ataluren,doesNotAlter,MRNAStability
Ataluren,isSelectiveFor,Translation
Ataluren,doesNotReadThrough,NormalStopCodon
Ataluren,hasMolecularClass,OxadiazoleCompound
Ataluren,hasChemicalFeature,FluorobenzeneRing
Ataluren,hasChemicalFeature,BenzoicAcidRing
Ataluren,increasesProteinExpressionIn,AnimalModel
Ataluren,increasesProteinExpressionIn,Human
Ataluren,enablesReadThroughIn,CellularAssay
ReadThroughProtein,hasProperty,FunctionalActivity
ReadThroughProtein,localizesTo,AppropriateCellularLocation
Ataluren,approvedFor,NonsenseMediatedDuchenneMuscularDystrophy
Ataluren,hasSafetyProfile,FavorableSafetyProfile
DravetSyndrome,hasClinicalFeature,TreatmentResistantEpilepsy
DravetSyndrome,associatedWith,SevereMorbidity
DravetSyndrome,associatedWith,ElevatedMortality
CDKL5DeficiencyDisorder,subtypeOf,GeneticEpilepticEncephalopathy
CDKL5DeficiencyDisorder,isXLinked,GeneticDisorder
CDKL5DeficiencyDisorder,moreFrequentIn,Female
CDKL5DeficiencyDisorder,hasClinicalFeature,EarlyDevelopmentalDelay
CDKL5DeficiencyDisorder,hasClinicalFeature,ImpairedMotorSkill
CDKL5DeficiencyDisorder,hasClinicalFeature,LackOfSpeech
CDKL5DeficiencyDisorder,hasClinicalFeature,ReducedEyeContact
CDKL5DeficiencyDisorder,hasClinicalFeature,ReducedSocialInteraction
CDKL5DeficiencyDisorder,hasClinicalFeature,FailureToWalkIndependently
Fever,triggers,GeneralizedTonicClonicSeizure
DravetSyndrome,characterizedBy,AlternatingHemiconvulsion
DravetSyndrome,canDevelop,MyoclonicSeizure
DravetSyndrome,canDevelop,AtypicalAbsenceSeizure
DravetSyndrome,canDevelop,PartialSeizure
DravetSyndrome,leadsTo,DevelopmentalDelay
DevelopmentalDelay,leadsTo,IntellectualDisability
DravetSyndrome,hasProperty,DrugResistantSeizure
EpilepsySeverity,canDiminishBy,Adolescence
DravetSyndrome,canDevelop,AtaxicGaitDisorder
DravetSyndrome,canDevelop,Dysarthria
DravetSyndrome,canDevelop,IntentionTremor
DravetSyndrome,hasRiskOf,DeathFromSeizure
DravetSyndrome,hasRiskOf,DeathFromStatusEpilepticus
NonsenseVariant,causes,PrematureStopCodon
NonsenseVariantInSCN1A,causes,DravetSyndrome
NonsenseVariantInCDKL5,causes,CDKL5DeficiencyDisorder
NonsenseVariant,accountsFor,SubsetOfCases
TrialObjective,evaluates,AtalurenSafety
TrialObjective,evaluates,AtalurenEfficacy
AtalurenEfficacy,measuredBy,SeizureFrequencyChange
AtalurenEfficacy,measuredBy,CognitiveFunctionChange
AtalurenEfficacy,measuredBy,MotorFunctionChange
AtalurenEfficacy,measuredBy,BehavioralFunctionChange
AtalurenEfficacy,measuredBy,QualityOfLifeChange
CrossoverTrial,hasDesign,RandomizedDoubleBlindPlaceboControlled
CrossoverTrial,hasDesign,CrossoverTreatmentSequence
CrossoverTrial,includesPeriod,ActiveTreatmentPeriod
CrossoverTrial,includesPeriod,WashoutPeriod
CrossoverTrial,includesPeriod,SecondTreatmentPeriod
CrossoverTrial,hasSetting,SingleCenterTrial
ParticipantScreening,performedAt,NYULangoneComprehensiveEpilepsyCenter
EligibilityCriterion,requires,NonsenseVariantInDiseaseGene
EligibilityCriterion,requires,DrugResistantSeizure
EligibilityCriterion,requires,StableBaselineAntiSeizureDrugRegimen
EligibilityCriterion,allows,VagusNerveStimulatorTherapy
EligibilityCriterion,allows,KetogenicDietTherapy
EligibilityCriterion,allows,ModifiedAtkinsDietTherapy
DoseAdjustment,allowedFor,BodyWeightIncrease
PrimaryOutcome,is,SafetyProfile
TrialEnrollment,includesCohort,DravetSyndromeCohort
TrialEnrollment,includesCohort,CDKL5DeficiencyDisorderCohort
DravetSyndromeCohort,includes,ChildParticipant
CDKL5DeficiencyDisorderCohort,includes,ChildParticipant
AtalurenTreatment,associatedWith,AdverseEvent
PlaceboTreatment,associatedWith,AdverseEvent
AdverseEvent,canBe,TreatmentRelatedAdverseEvent
AdverseEvent,canLeadTo,TrialWithdrawal
DravetSyndromeCohort,hasAdverseEvent,Influenza
DravetSyndromeCohort,hasAdverseEvent,IncreasedSeizureFrequency
DravetSyndromeCohort,hasAdverseEvent,DecreasedValproicAcidLevel
CDKL5DeficiencyDisorderCohort,hasAdverseEvent,GastrointestinalSymptom
GastrointestinalSymptom,includes,Vomiting
GastrointestinalSymptom,includes,Flatulence
GastrointestinalSymptom,includes,Burping
CDKL5DeficiencyDisorderCohort,hasAdverseEvent,IncreasedSeizureFrequency
OpenLabelExtension,canInclude,AtalurenExposure
OpenLabelExtension,canInclude,AdverseEvent
OpenLabelExtension,includesAdverseEvent,ElevatedLiverFunctionEnzyme
ElevatedLiverFunctionEnzyme,canResolveAfter,TreatmentChange
OpenLabelExtension,includesAdverseEvent,EarInfection
OpenLabelExtension,includesAdverseEvent,ToothInfection
OpenLabelExtension,includesAdverseEvent,MycoplasmaPneumoniaeInfection
ProtocolVariance,includes,MissedDose
ProtocolVariance,includes,IncompleteMedicationReturn
ProtocolVariance,includes,IncompleteSeizureDiaryData
ProtocolVariance,includes,QuestionnaireMissingData
AdherenceAssessment,limitedBy,MedicationSachetReturnInconsistency
Ataluren,doesNotReduce,MotorSeizureFrequency
Ataluren,doesNotReduce,TotalSeizureFrequency
Ataluren,doesNotReduce,MyoclonicSeizureFrequency
Ataluren,doesNotImprove,CognitiveFunction
Ataluren,doesNotImprove,MotorFunction
Ataluren,doesNotImprove,BehavioralFunction
Ataluren,doesNotImprove,QualityOfLife
Ataluren,hasOutcome,NoDifferenceVersusPlacebo
Ataluren,notEffectiveFor,SeizureReductionInNonsenseVariantDravetSyndrome
Ataluren,notEffectiveFor,SeizureReductionInNonsenseVariantCDKL5DeficiencyDisorder
Ataluren,hasSafetyProfile,GoodSafetyProfileInSevereEpilepticEncephalopathy
TrialLimitation,includes,SmallSampleSize
TrialLimitation,includes,ShortTreatmentPhase
ShortTreatmentPhase,mayMiss,DiseaseModifyingEffect
ValproicAcidLevelReduction,reflects,SerumLevelVariability
Ataluren,metabolizedBy,UGT1A9Glucuronidation
UGTEnzymeFamily,metabolizes,ValproicAcid
AtalurenUGT1A9Interaction,predictedTo,MinimalValproicAcidChange
Ataluren,isFirstReadThroughCompoundAssessedIn,PrimaryBrainDisorder
Ataluren,previouslyAssessedIn,DuchenneMuscularDystrophy
LackOfEfficacy,canBeDueTo,InsufficientNeuronalExposure
InsufficientNeuronalExposure,canBeDueTo,LimitedBloodBrainBarrierPenetration
LimitedBloodBrainBarrierPenetration,canBeDueTo,ErraticBloodBrainBarrierCrossing
AtalurenBloodBrainBarrierCrossingEvidence,observedIn,Rat
AtalurenBloodBrainBarrierCrossingEvidence,observedIn,HurlerMouseModel
SpeciesDifference,canAffect,BloodBrainBarrierPenetration
InterIndividualDifference,canAffect,BloodBrainBarrierPenetration
LackOfEfficacy,canBeDueTo,InsufficientTreatmentDuration
LackOfEfficacy,canBeDueTo,InsensitiveOutcomeMeasure
LackOfEfficacy,canBeDueTo,ProtocolVariance
FutureCNSReadThroughTrial,shouldInclude,CNSPharmacokineticAssessment
CNSPharmacokineticAssessment,shouldMeasure,BrainDrugLevel
FutureCNSReadThroughTrial,shouldInclude,BiomarkerOfMolecularEfficacy
BiomarkerOfMolecularEfficacy,includes,SCN1AExpressionChange
BiomarkerOfMolecularEfficacy,includes,CDKL5ExpressionChange
FutureTrialDesign,shouldConsider,PatientAgeRange
PatientAgeRange,relatesTo,TherapeuticWindow
FutureTrialDesign,shouldConsider,NaturalHistoryTrajectory
FutureTrialDesign,shouldConsider,TrialDuration
FutureTrialDesign,shouldConsider,SensitiveOutcomeMeasure
RodentModel,canHelpPredict,HumanEfficacyLikelihood
CNSDisorderRodentModelRescue,mayNotTranslateTo,HumanEfficacy
COVID19Pandemic,hasOutcome,HighGlobalMortality
COVID19Pandemic,hasOutcome,HighGlobalInfectionIncidence
COVID19Knowledge,limitedBy,LackOfCohortDataInEpilepsyPopulation
PreExistingEpilepsy,subtypeOf,PotentialVulnerabilityConditionForCOVID19Impact
DravetSyndrome,hasClinicalFeature,DevelopmentalIssue
Fever,precipitates,SeizureInDravetSyndrome
SeverePeriictalHypoxaemia,complicates,SeizureInDravetSyndrome
PrematureMortality,isMainly,EpilepsyRelated
PandemicEvent,createsChallengeFor,PeopleWithEpilepsy
PeopleWithEpilepsy,faceRiskOf,Infection
PeopleWithEpilepsy,faceRiskOf,ReducedHealthcareAccess
PeopleWithEpilepsy,faceRiskOf,TreatmentDisruption
PeopleWithEpilepsy,faceRiskOf,Stress
Stress,canWorsen,Seizure
UKGuidance,recommends,ShieldingForClinicallyExtremelyVulnerablePeople
Epilepsy,notAutomaticallyClassedAs,ClinicallyExtremelyVulnerableConditionInUK
ClinicalJudgement,canAssign,ClinicallyExtremelyVulnerableStatus
SurveyAim,evaluates,COVID19RiskInDravetSyndrome
SurveyAim,evaluates,COVID19ImpactInDravetSyndrome
SurveyAim,evaluates,COVID19OutcomeInDravetSyndrome
OnlineSurvey,hasDesign,CrossSectionalDesign
OnlineSurvey,conductedBy,DravetSyndromeUK
OnlineSurvey,targets,FamilyOfPersonWithDravetSyndrome
OnlineSurvey,administeredDuring,LockdownPeriod
SurveyResponse,hasProperty,AnonymousResponse
SurveyInvitation,sentBy,Email
EligibilityCriterion,requires,ConfirmedDravetSyndromeDiagnosis
ParticipantConsent,requires,ConsentToEmailContact
SurveyResponseSet,represents,UKAndIrelandFamilies
DravetSyndromePopulation,includes,Child
DravetSyndromePopulation,includes,Adult
LockdownResidence,commonlyIs,FamilyHome
LockdownResidence,canBe,ResidentialHome
LockdownResidence,canBe,FamilyBusiness
ClinicallyExtremelyVulnerableStatus,assignedTo,SomePeopleWithDravetSyndrome
ClinicallyExtremelyVulnerableStatus,notAssignedTo,SomePeopleWithDravetSyndrome
Shielding,performedBy,ManyFamilies
ComorbidityProfile,includes,RecurrentChestInfectionHistory
ComorbidityProfile,includes,SwallowingDifficulty
ComorbidityProfile,includes,PercutaneousEndoscopicGastrostomy
ComorbidityProfile,includes,SpinalAbnormality
SpinalAbnormality,includes,Scoliosis
ExposureToSymptomaticContact,requires,SelfIsolation
COVID19CompatibleSymptom,reportedIn,SomePeopleWithDravetSyndrome
COVID19CompatibleSymptom,includes,HighTemperature
COVID19CompatibleSymptom,includes,NewContinuousCough
COVID19CompatibleSymptom,includes,DifficultyBreathing
COVID19CompatibleSymptom,includes,ShortnessOfBreath
COVID19CompatibleSymptom,includes,SoreThroat
COVID19CompatibleSymptom,includes,Chills
COVID19CompatibleSymptom,includes,MusclePain
COVID19CompatibleSymptom,includes,Headache
COVID19CompatibleSymptom,includes,LossOfTasteOrSmell
COVID19CompatibleSymptom,includes,AbdominalPain
COVID19CompatibleSymptom,includes,GastrointestinalSymptom
SymptomAssessment,canBeDifficultIn,CognitiveImpairment
PCRSwabTesting,performedIn,SubsetWithSymptoms
AntibodyTesting,performedIn,SubsetWithSymptoms
PCRSwabResult,canBe,NegativeResult
AntibodyTestResult,canBe,PositiveResult
RepeatedPCRSwabPositivity,canOccurWith,AsymptomaticInfection
PossibleCOVID19Illness,associatedWith,SeizureWorseningInSomeIndividuals
SeizurePattern,canShow,LongerPostictalRecovery
AsymptomaticInfection,canBeAssociatedWith,ReducedSeizureFrequency
PostInfectiousComplication,includes,NeuropsychiatricSymptom
NeuropsychiatricSymptom,canBeDiagnosedAs,PANS
NeuropsychiatricSymptom,canBeDiagnosedAs,PANDAS
MedicalAttention,requiredFor,SomeSymptomaticIndividuals
MedicalAttention,canOccurIn,HomeSetting
MedicalAttention,canOccurIn,HospitalSetting
HospitalCare,canInclude,IntensiveCareAdmission
HospitalCare,canInclude,OxygenAdministration
HospitalCare,canInclude,VentilationSupport
HospitalCare,canInclude,IntravenousAntibioticAdministration
HomeCare,canInclude,OxygenSupport
HomeCare,canInclude,OxygenSaturationMonitoring
SevereSymptomaticIllnessRequiringMedicalAttention,observedIn,ChildWithDravetSyndrome
SymptomPrevalence,similarAcross,ChildAndAdult
Comorbidity,notAssociatedWith,COVID19CompatibleSymptomPresentation
Comorbidity,notAssociatedWith,MedicalAttentionRequirement
Shielding,associatedWith,ParentalAnxiety
Shielding,reduces,SupportAccess
LockdownRoutineChange,associatedWith,MoodChange
LockdownRoutineChange,associatedWith,BehaviorChange
Lockdown,canAssociateWith,ReducedSeizureFrequency
ReducedInfectionExposure,canAssociateWith,ReducedSeizureFrequency
ReducedStress,canAssociateWith,ReducedSeizureFrequency
ClobazamDoseIncrease,canReduce,IncreasedSeizureFrequency
SurveyFinding,indicates,COVID19CompatibleSymptomRateInDravetSyndromePopulation
PrimaryLimitation,is,LimitedCOVID19Testing
LimitedTesting,limits,InfectionConfirmation
LimitedTesting,limits,OutcomeAttribution
Shielding,mayReduce,InfectionRisk
