Subject,Predicate,Object,Section,Organism,PMCID
Study,usesDataFrom,FenfluramineRegistrationTrials,Methods,Human,10444918
FenfluramineRegistrationTrials,include,Study1,Methods,Human,10444918
FenfluramineRegistrationTrials,include,Study2,Methods,Human,10444918
Study1,design,RandomizedPlaceboControlledTrial,Methods,Human,10444918
Study2,design,RandomizedPlaceboControlledTrial,Methods,Human,10444918
PatientQualityOfLife,measuredBy,PedsQL,Methods,Human,10444918
CarerQualityOfLife,measuredBy,EQ5D5L,Methods,Human,10444918
PedsQL,mappedTo,EQ5DY,Methods,Human,10444918
EQ5D5L,mappedTo,EQ5D3L,Methods,Human,10444918
QualityOfLifeData,collectedAt,MultipleVisits,Methods,Human,10444918
SeizureData,recordedBy,ElectronicDiary,Methods,Human,10444918
SeizureFreeDay,definedAs,DayWithoutConvulsiveSeizure,Methods,Human,10444918
MotorImpairment,classifiedAs,None,Methods,Human,10444918
MotorImpairment,classifiedAs,Ataxia,Methods,Human,10444918
MotorImpairment,classifiedAs,Severe,Methods,Human,10444918
RegressionAnalysis,includes,LinearMixedEffectsModel,Methods,Human,10444918
RegressionAnalysis,includes,PanelRegressionModel,Methods,Human,10444918
HausmanTest,usedFor,ModelSelection,Methods,Human,10444918
SeizureFreeDaysPer28Days,predict,PatientQualityOfLife,Results,Human,10444918
SeizureFreeDaysPer28Days,predict,CarerQualityOfLife,Results,Human,10444918
EachAdditionalSeizureFreeDay,increases,PatientUtilityByPointZeroZeroFive,Results,Human,10444918
EachAdditionalSeizureFreeDay,increases,CarerUtilityByPointZeroOneFour,Results,Human,10444918
Age,modulates,PatientQualityOfLife,Results,Human,10444918
MotorImpairmentAtaxia,reduces,PatientQualityOfLife,Results,Human,10444918
MotorImpairmentSevere,reduces,PatientQualityOfLife,Results,Human,10444918
MotorImpairmentAtaxia,reduces,CarerQualityOfLife,Results,Human,10444918
FenfluramineTreatment,increases,SeizureFreeDays,Results,Human,10444918
TreatmentEffect,observedAcross,MultipleVisits,Results,Human,10444918
SeizureFreeDays,serveAs,MeaningfulOutcomeMeasure,Discussion,Human,10444918
ImprovingSeizureFreeDays,improves,PatientQualityOfLife,Discussion,Human,10444918
ImprovingSeizureFreeDays,improves,CarerQualityOfLife,Discussion,Human,10444918
QualityOfLife,impactedBeyond,SeizureFrequency,Discussion,Human,10444918
Fenfluramine,demonstrates,BroaderPatientCarerBenefit,Discussion,Human,10444918
HealthTechnologyAssessment,requires,UtilityBasedOutcomes,Discussion,Human,10444918
Study,supports,UseOfSeizureFreeDaysInEconomicModels,Discussion,Human,10444918
DravetSyndrome,hasEtiology,SCN1ALossOfFunctionMutation,Introduction,Mouse,5651774
SCN1ALossOfFunctionMutation,affects,NaV1.1SodiumChannel,Introduction,Mouse,5651774
NaV1.1SodiumChannel,expressedIn,GABAergicInterneuron,Introduction,Mouse,5651774
DravetSyndrome,hasClinicalFeature,TreatmentRefractoryEpilepsy,Introduction,Mouse,5651774
DravetSyndrome,hasClinicalFeature,FebrileSeizure,Introduction,Mouse,5651774
DravetSyndrome,hasClinicalFeature,SpontaneousSeizure,Introduction,Mouse,5651774
DravetSyndrome,hasClinicalFeature,AutisticLikeSocialDeficit,Introduction,Mouse,5651774
DravetSyndrome,hasClinicalFeature,PrematureDeathRisk,Introduction,Mouse,5651774
DravetSyndrome,hasComorbidity,AutismSpectrumDisorder,Introduction,Mouse,5651774
Scn1aPlusMinusMouse,models,DravetSyndrome,Introduction,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,ThermallyInducedSeizure,Introduction,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,SpontaneousSeizure,Introduction,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,SocialInteractionDeficit,Introduction,Mouse,5651774
Cannabidiol,isCompoundFrom,CannabisSativa,Introduction,Mouse,5651774
Cannabidiol,hasProperty,NonPsychotomimetic,Introduction,Mouse,5651774
Cannabidiol,usedForTreatmentOf,RefractoryEpilepsy,Introduction,Mouse,5651774
Cannabidiol,reduces,SeizureFrequency,Introduction,Mouse,5651774
Cannabidiol,reduces,SeizureSeverity,Introduction,Mouse,5651774
Cannabidiol,improves,AutisticLikeBehavior,Introduction,Mouse,5651774
Scn1aPlusMinusMouse,hasGenotype,HeterozygousScn1aDeletion,Methods,Mouse,5651774
ThermalInductionProtocol,induces,FebrileSeizure,Methods,Mouse,5651774
ThermalInductionProtocol,usesTemperature,38Celsius,Methods,Mouse,5651774
Cannabidiol,administeredBy,IntraperitonealInjection,Methods,Mouse,5651774
Cannabidiol,hasDose,100mgPerKg,Methods,Mouse,5651774
Cannabidiol,hasDose,200mgPerKg,Methods,Mouse,5651774
Cannabidiol,hasLowDose,10mgPerKg,Methods,Mouse,5651774
Cannabidiol,hasLowDose,20mgPerKg,Methods,Mouse,5651774
ThreeChamberTest,assesses,SocialInteraction,Methods,Mouse,5651774
ReciprocalInteractionTest,assesses,DefensiveEscapeBehavior,Methods,Mouse,5651774
OpenFieldTest,assesses,LocomotorActivity,Methods,Mouse,5651774
RotarodTest,assesses,MotorCoordination,Methods,Mouse,5651774
ElectrophysiologyRecording,performedOn,HippocampalSlice,Methods,Mouse,5651774
HippocampalSlice,contains,DentateGyrus,Methods,Mouse,5651774
DentateGyrus,contains,DentateGranuleCell,Methods,Mouse,5651774
DentateGyrus,contains,ParvalbuminPositiveInterneuron,Methods,Mouse,5651774
VoltageClampRecording,measures,InhibitoryPostsynapticCurrent,Methods,Mouse,5651774
VoltageClampRecording,measures,ExcitatoryPostsynapticCurrent,Methods,Mouse,5651774
CurrentClampRecording,measures,ActionPotentialFiring,Methods,Mouse,5651774
Cannabidiol,reduces,ThermallyInducedSeizureDuration,Results,Mouse,5651774
Cannabidiol,reduces,ThermallyInducedSeizureSeverity,Results,Mouse,5651774
Cannabidiol,reduces,SpontaneousSeizureFrequency,Results,Mouse,5651774
SeizureSeverity,measuredBy,RacineScale,Results,Mouse,5651774
ReducedSeizureSeverity,associatedWith,ReducedSUDEPRisk,Results,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,Hyperactivity,Results,Mouse,5651774
Cannabidiol,reduces,Hyperactivity,Results,Mouse,5651774
Cannabidiol,normalizes,RotarodPerformance,Results,Mouse,5651774
LowDoseCannabidiol,improves,SocialPreferenceRatio,Results,Mouse,5651774
LowDoseCannabidiol,reduces,DefensiveEscapeBehavior,Results,Mouse,5651774
HighDoseCannabidiol,failsToImprove,SocialInteraction,Results,Mouse,5651774
Scn1aPlusMinusMouse,hasReduced,GABAergicTransmission,Results,Mouse,5651774
Cannabidiol,increases,GABAergicTransmission,Results,Mouse,5651774
Cannabidiol,increases,sIPSCFrequency,Results,Mouse,5651774
Cannabidiol,doesNotChange,sIPSCAmplitude,Results,Mouse,5651774
Cannabidiol,reduces,sEPSCFrequency,Results,Mouse,5651774
GABAzine,blocks,CannabidiolEffectOnsIPSC,Results,Mouse,5651774
Tetrodotoxin,blocks,CannabidiolEffectOnsIPSC,Results,Mouse,5651774
Cannabidiol,reduces,DentateGranuleCellExcitability,Results,Mouse,5651774
Cannabidiol,reduces,ActionPotentialFrequency,Results,Mouse,5651774
Cannabidiol,reduces,InterneuronRheobase,Results,Mouse,5651774
Cannabidiol,increases,InterneuronExcitability,Results,Mouse,5651774
Cannabidiol,reduces,ExcitatoryNeuronFiringAtHighStimulus,Results,Mouse,5651774
Cannabidiol,actsIndependentlyOf,CB1Receptor,Results,Mouse,5651774
Cannabidiol,antagonizes,GPR55,Results,Mouse,5651774
GPR55,expressedIn,DentateGyrusNeuron,Results,Mouse,5651774
GPR55AntagonistCID16020046,mimics,CannabidiolEffect,Results,Mouse,5651774
GPR55AntagonistCID16020046,occludes,CannabidiolEffect,Results,Mouse,5651774
Cannabidiol,hasTherapeuticPotentialFor,DravetSyndrome,Discussion,Mouse,5651774
Cannabidiol,provides,PreclinicalEvidence,Discussion,Mouse,5651774
Cannabidiol,improves,SeizureControl,Discussion,Mouse,5651774
Cannabidiol,improves,SocialBehavior,Discussion,Mouse,5651774
Cannabidiol,restores,ExcitationInhibitionBalance,Discussion,Mouse,5651774
ExcitationInhibitionImbalance,drives,DravetSyndromePhenotype,Discussion,Mouse,5651774
GPR55Antagonism,enhances,InhibitoryNeurotransmission,Discussion,Mouse,5651774
GPR55Antagonism,represents,TherapeuticTarget,Discussion,Mouse,5651774
DentateGyrus,regulates,SeizurePropagation,Discussion,Mouse,5651774
Cannabidiol,reduces,SeizureDuration,Discussion,Mouse,5651774
Cannabidiol,reduces,SeizureSeverity,Discussion,Mouse,5651774
Cannabidiol,hasFavorable,SideEffectProfile,Discussion,Mouse,5651774
ThermalInduction,usesTemperature,38Celsius,Results,Mouse,5651774
ThermalInduction,models,FebrileSeizure,Results,Mouse,5651774
Scn1aPlusMinusMouse,undergoes,ThermalInduction,Results,Mouse,5651774
Cannabidiol,reduces,ThermallyInducedSeizureDuration,Results,Mouse,5651774
Cannabidiol,reduces,ThermallyInducedSeizureSeverity,Results,Mouse,5651774
ThermallyInducedSeizureSeverity,measuredBy,RacineScale,Results,Mouse,5651774
ReducedRacineScore,associatedWith,ReducedSuddenUnexpectedDeathRisk,Results,Mouse,5651774
Cannabidiol,administeredAtDose,100mgPerKg,Results,Mouse,5651774
Cannabidiol,administeredAtDose,200mgPerKg,Results,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,SpontaneousSeizure,Results,Mouse,5651774
Cannabidiol,reduces,SpontaneousSeizureFrequency,Results,Mouse,5651774
Cannabidiol,administeredDuring,PostnatalDay21to28,Results,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,Hyperactivity,Results,Mouse,5651774
Cannabidiol,reduces,Hyperactivity,Results,Mouse,5651774
Cannabidiol,doesNotReduce,MaximumVelocity,Results,Mouse,5651774
Cannabidiol,normalizes,RotarodPerformance,Results,Mouse,5651774
ThreeChamberTest,measures,SocialPreferenceRatio,Results,Mouse,5651774
Scn1aPlusMinusMouse,shows,ReducedSocialPreferenceRatio,Results,Mouse,5651774
LowDoseCannabidiol,increases,SocialPreferenceRatio,Results,Mouse,5651774
LowDoseCannabidiol,administeredAtDose,10mgPerKg,Results,Mouse,5651774
LowDoseCannabidiol,administeredAtDose,20mgPerKg,Results,Mouse,5651774
HighDoseCannabidiol,doesNotImprove,SocialPreferenceRatio,Results,Mouse,5651774
Cannabidiol,doesNotAffect,SocialBehaviorInWildTypeMouse,Results,Mouse,5651774
ReciprocalInteractionTest,measures,SocialInteractionFrequency,Results,Mouse,5651774
ReciprocalInteractionTest,measures,DefensiveEscapeFrequency,Results,Mouse,5651774
Scn1aPlusMinusMouse,exhibits,IncreasedDefensiveEscapeBehavior,Results,Mouse,5651774
LowDoseCannabidiol,reduces,DefensiveEscapeBehavior,Results,Mouse,5651774
LowDoseCannabidiol,increases,SocialInteractionFrequency,Results,Mouse,5651774
DentateGranuleCell,recordedUsing,VoltageClamp,Results,Mouse,5651774
Scn1aPlusMinusMouse,shows,Reduced_sIPSC_Frequency,Results,Mouse,5651774
Scn1aPlusMinusMouse,shows,Unchanged_sIPSC_Amplitude,Results,Mouse,5651774
Cannabidiol,increases,sIPSCFrequency,Results,Mouse,5651774
Cannabidiol,doesNotChange,sIPSCAmplitude,Results,Mouse,5651774
GABAzine,blocks,CannabidiolInducedIncreaseIn_sIPSCFrequency,Results,Mouse,5651774
Tetrodotoxin,blocks,CannabidiolInducedIncreaseIn_sIPSCFrequency,Results,Mouse,5651774
Cannabidiol,reduces,sEPSCFrequency,Results,Mouse,5651774
Cannabidiol,doesNotChange,sEPSCAmplitude,Results,Mouse,5651774
GABAzine,blocks,CannabidiolInducedReductionIn_sEPSCFrequency,Results,Mouse,5651774
Tetrodotoxin,blocks,CannabidiolInducedReductionIn_sEPSCFrequency,Results,Mouse,5651774
DentateGranuleCell,recordedUsing,CurrentClamp,Results,Mouse,5651774
Cannabidiol,reduces,DentateGranuleCellActionPotentialFrequency,Results,Mouse,5651774
GABAzine,blocks,CannabidiolInducedReductionIn_DGC_Firing,Results,Mouse,5651774
ParvalbuminPositiveInterneuron,recordedUsing,CurrentClamp,Results,Mouse,5651774
Cannabidiol,reduces,InterneuronRheobase,Results,Mouse,5651774
Cannabidiol,increases,ParvalbuminInterneuronActionPotentialFrequency,Results,Mouse,5651774
Cannabidiol,reduces,ExcitatoryNeuronFiringAtHighCurrent,Results,Mouse,5651774
Cannabidiol,doesNotChange,ExcitatoryNeuronRheobase,Results,Mouse,5651774
AM281,blocks,CB1Receptor,Results,Mouse,5651774
AM281,doesNotBlock,CannabidiolInducedIncreaseIn_sIPSCFrequency,Results,Mouse,5651774
Cannabidiol,actsIndependentlyOf,CB1Receptor,Results,Mouse,5651774
GPR55AntagonistCID16020046,reduces,DentateGranuleCellActionPotentialFrequency,Results,Mouse,5651774
GPR55AntagonistCID16020046,increases,sIPSCFrequency,Results,Mouse,5651774
Cannabidiol,doesNotFurtherIncrease,sIPSCFrequencyInPresenceOfCID,Results,Mouse,5651774
Cannabidiol,doesNotFurtherReduce,ActionPotentialFrequencyInPresenceOfCID,Results,Mouse,5651774
CID16020046,occludes,CannabidiolEffectOnInhibitoryTransmission,Results,Mouse,5651774
Cannabidiol,reduces,SeizureFrequency,Discussion,Mouse,5651774
Cannabidiol,reduces,SeizureDuration,Discussion,Mouse,5651774
Cannabidiol,reduces,SeizureSeverity,Discussion,Mouse,5651774
HighDoseCannabidiol,controls,SeizurePhenotype,Discussion,Mouse,5651774
LowDoseCannabidiol,improves,SocialBehavior,Discussion,Mouse,5651774
Cannabidiol,enhances,InhibitoryNeurotransmission,Discussion,Mouse,5651774
Cannabidiol,reduces,ExcitationInhibitionRatio,Discussion,Mouse,5651774
InhibitoryInterneuronHypoexcitability,contributesTo,DravetSyndromePhenotype,Discussion,Mouse,5651774
Cannabidiol,counteracts,InhibitoryInterneuronHypoexcitability,Discussion,Mouse,5651774
Cannabidiol,reduces,DentateGranuleCellOutput,Discussion,Mouse,5651774
Cannabidiol,reduces,SeizurePropagationThroughDentateGyrus,Discussion,Mouse,5651774
Cannabidiol,antagonizes,GPR55,Discussion,Mouse,5651774
GPR55Antagonism,enhances,InhibitorySynapticTransmission,Discussion,Mouse,5651774
GPR55Antagonism,mimics,CannabidiolPhysiologicalEffect,Discussion,Mouse,5651774
GPR55Antagonism,represents,PotentialTherapeuticApproach,Discussion,Mouse,5651774
Cannabidiol,has,LowSideEffectProfile,Discussion,Mouse,5651774
Cannabidiol,testedAtDose,100mgPerKg,Results,Mouse,5651774
100mgPerKg,reduces,ThermallyInducedSeizureDuration,Results,Mouse,5651774
100mgPerKg,reduces,ThermallyInducedSeizureSeverity,Results,Mouse,5651774
Cannabidiol,testedAtDose,200mgPerKg,Results,Mouse,5651774
200mgPerKg,reduces,ThermallyInducedSeizureDuration,Results,Mouse,5651774
200mgPerKg,reduces,ThermallyInducedSeizureSeverity,Results,Mouse,5651774
Cannabidiol,administered,OneHourBeforeThermalInduction,Results,Mouse,5651774
Cannabidiol,administered,TwiceDaily,Results,Mouse,5651774
VoltageClamp,performedAtHoldingPotential,Minus60mV,Results,Mouse,5651774
sIPSC,recordedIn,DentateGranuleCell,Results,Mouse,5651774
sEPSC,recordedIn,DentateGranuleCell,Results,Mouse,5651774
CNQX,blocks,AMPAReceptor,Results,Mouse,5651774
APV,blocks,NMDAReceptor,Results,Mouse,5651774
CNQX,usedToIsolate,InhibitoryTransmission,Results,Mouse,5651774
APV,usedToIsolate,InhibitoryTransmission,Results,Mouse,5651774
SubrheobaseCurrent,elicits,ActionPotentialTrain,Results,Mouse,5651774
Cannabidiol,reduces,ActionPotentialFrequencyUnderSubrheobase,Results,Mouse,5651774
CID16020046,administeredAtDose,1MicroMolar,Results,Mouse,5651774
CID16020046,administeredAtDose,10MicroMolar,Results,Mouse,5651774
CannabidiolEffectOnSeizures,isStatisticallySignificant,TRUE,Results,Mouse,5651774
CannabidiolEffectOnSocialBehavior,isDoseDependent,TRUE,Results,Mouse,5651774
CannabidiolEffectOnInhibitoryTransmission,isActionPotentialDependent,TRUE,Results,Mouse,5651774
DentateGyrus,actsAs,SeizureGate,Discussion,Mouse,5651774
IncreasedInhibition,reduces,SeizurePropagation,Discussion,Mouse,5651774
ReducedExcitatoryFiring,limits,SeizureSeverity,Discussion,Mouse,5651774
Cannabidiol,hasDualEffectOn,InhibitoryAndExcitatoryNeurons,Discussion,Mouse,5651774
Cannabidiol,mechanismIncludes,GPR55Antagonism,Discussion,Mouse,5651774
GPR55Antagonism,doesNotRequire,CB1Receptor,Discussion,Mouse,5651774
DravetSyndrome,isA,DevelopmentalEpilepticEncephalopathy,Introduction,Mouse,10067575
DravetSyndrome,causedBy,SCN1AMutation,Introduction,Mouse,10067575
SCN1AMutation,affects,Nav1PointOneChannel,Introduction,Mouse,10067575
Nav1PointOneChannel,expressedIn,GABAergicInterneurons,Introduction,Mouse,10067575
SCN1AMutation,leadsTo,ReducedInhibitoryTransmission,Introduction,Mouse,10067575
ReducedInhibitoryTransmission,causes,NetworkHyperexcitability,Introduction,Mouse,10067575
DravetSyndrome,presentsWith,FebrileSeizures,Introduction,Mouse,10067575
FebrileSeizures,progressTo,RefractorySpontaneousSeizures,Introduction,Mouse,10067575
DravetSyndrome,associatedWith,DevelopmentalDelay,Introduction,Mouse,10067575
DravetSyndrome,associatedWith,PrematureMortality,Introduction,Mouse,10067575
DravetSyndrome,exhibits,EEGBackgroundAbnormalities,Introduction,Mouse,10067575
AntiseizureMedications,include,ValproicAcid,Introduction,Mouse,10067575
AntiseizureMedications,include,Clobazam,Introduction,Mouse,10067575
AntiseizureMedications,include,Stiripentol,Introduction,Mouse,10067575
SodiumChannelBlockers,contraindicatedIn,DravetSyndrome,Introduction,Mouse,10067575
Scn1aA1783VWTMouse,models,DravetSyndrome,Methods,Mouse,10067575
Scn1aA1783VWTMouse,maintainedOn,C57BL6JBackground,Methods,Mouse,10067575
Electrocorticography,records,BackgroundNeuronalActivity,Methods,Mouse,10067575
Electrocorticography,records,InterictalSpikes,Methods,Mouse,10067575
AntiseizureDrug,administeredBy,IntraperitonealInjection,Methods,Mouse,10067575
ValproicAcid,administeredAtDose,300mgPerKg,Methods,Mouse,10067575
Clobazam,administeredAtDose,10mgPerKg,Methods,Mouse,10067575
Stiripentol,administeredAtDose,150mgPerKg,Methods,Mouse,10067575
Carbamazepine,administeredAtDose,20mgPerKg,Methods,Mouse,10067575
Lamotrigine,administeredAtDose,10mgPerKg,Methods,Mouse,10067575
PowerSpectralDensity,computedUsing,WelchMethod,Methods,Mouse,10067575
FrequencyBands,include,DeltaBand,Methods,Mouse,10067575
FrequencyBands,include,ThetaBand,Methods,Mouse,10067575
FrequencyBands,include,AlphaBand,Methods,Mouse,10067575
FrequencyBands,include,BetaBand,Methods,Mouse,10067575
FrequencyBands,include,GammaBand,Methods,Mouse,10067575
InterhemisphericCoherence,quantifies,PhaseSynchrony,Methods,Mouse,10067575
Scn1aA1783VWTMouse,shows,ReducedTotalECoGPower,Results,Mouse,10067575
Scn1aA1783VWTMouse,shows,ReducedInterhemisphericCoherence,Results,Mouse,10067575
ValproicAcid,reduces,InterictalSpikeFrequency,Results,Mouse,10067575
ValproicAcid,reduces,TotalECoGPower,Results,Mouse,10067575
ValproicAcid,increases,BetaBandContribution,Results,Mouse,10067575
Clobazam,reduces,InterictalSpikeFrequency,Results,Mouse,10067575
Clobazam,increases,BetaBandContribution,Results,Mouse,10067575
ClobazamStiripentolCombination,reduces,ThermalSeizureSusceptibility,Results,Mouse,10067575
ClobazamStiripentolCombination,modulates,SpectralPowerDistribution,Results,Mouse,10067575
Stiripentol,modulates,InterictalSpikeFrequency,Results,Mouse,10067575
Stiripentol,increases,BetaBandContribution,Results,Mouse,10067575
Carbamazepine,increases,InterictalSpikeFrequency,Results,Mouse,10067575
Carbamazepine,failsToModulate,BackgroundSpectralPower,Results,Mouse,10067575
Lamotrigine,increases,InterictalSpikeFrequency,Results,Mouse,10067575
Lamotrigine,failsToModulate,BackgroundSpectralPower,Results,Mouse,10067575
ReducedTotalPower,correlatesWith,ReducedInterictalSpikeFrequency,Results,Mouse,10067575
ThetaBetaRatio,correlatesWith,InterictalSpikeFrequencyChange,Results,Mouse,10067575
BackgroundECoGAbnormalities,reflect,CircuitDysfunction,Discussion,Mouse,10067575
ReducedCoherence,associatedWith,CognitiveImpairment,Discussion,Mouse,10067575
DravetRecommendedDrugs,modulate,BackgroundOscillations,Discussion,Mouse,10067575
ContraindicatedDrugs,aggravate,EpilepticPhenotype,Discussion,Mouse,10067575
BetaBandIncrease,associatedWith,TherapeuticResponse,Discussion,Mouse,10067575
SpectralRedistribution,servesAs,ElectrophysiologicBiomarker,Discussion,Mouse,10067575
InterictalSpikeFrequency,usedAs,PreclinicalOutcomeMeasure,Discussion,Mouse,10067575
AcuteDrugEffects,parallel,ClinicalDrugResponse,Discussion,Mouse,10067575
ECoGMeasures,support,DrugScreeningUtility,Discussion,Mouse,10067575
Stiripentol,indicatedFor,DravetSyndrome,Introduction,Human,9314114
DravetSyndrome,characterizedBy,MultipleSeizureTypes,Introduction,Human,9314114
MultipleSeizureTypes,include,GeneralizedTonicClonicSeizures,Introduction,Human,9314114
MultipleSeizureTypes,include,FocalSeizures,Introduction,Human,9314114
MultipleSeizureTypes,include,MyoclonicSeizures,Introduction,Human,9314114
MultipleSeizureTypes,include,AbsenceSeizures,Introduction,Human,9314114
Stiripentol,actsAs,GABAergicPositiveAllostericModulator,Introduction,Human,9314114
Stiripentol,increases,CerebralGABAConcentration,Introduction,Human,9314114
Stiripentol,inhibits,GABAReuptake,Introduction,Human,9314114
Stiripentol,inhibits,GABATransaminase,Introduction,Human,9314114
Stiripentol,modulates,Alpha3ContainingGABAReceptors,Introduction,Human,9314114
Stiripentol,modulates,DeltaContainingGABAReceptors,Introduction,Human,9314114
AbsenceSeizures,associatedWith,SpikeAndWaveDischarges,Introduction,Human,9314114
SpikeAndWaveDischarges,generatedBy,ThalamocorticalOscillations,Introduction,Human,9314114
ThalamocorticalOscillations,dependOn,TTypeCalciumChannels,Introduction,Human,9314114
SpragueDawleyRat,usedAs,PTZInducedAbsenceModel,Methods,Rat,9314114
WAGRijRat,usedAs,GeneticAbsenceEpilepsyModel,Methods,Rat,9314114
Pentylenetetrazol,administeredAtDose,TwentyMilligramsPerKilogram,Methods,Rat,9314114
Stiripentol,administeredIntraperitoneally,OneHundredFiftyMilligramsPerKilogram,Methods,Rat,9314114
Stiripentol,administeredIntraperitoneally,ThreeHundredMilligramsPerKilogram,Methods,Rat,9314114
Electroencephalography,records,SpikeAndWaveDischarges,Methods,Rat,9314114
SpikeAndWaveDischarges,definedBy,MinimumTwoSecondDuration,Methods,Rat,9314114
SpikeAndWaveDischarges,definedBy,ParoxysmalAmplitudeCriteria,Methods,Rat,9314114
WAGRijRat,receives,Gaboxadol,Methods,Rat,9314114
Gaboxadol,targets,DeltaContainingGABAReceptors,Methods,Rat,9314114
PatchClampRecording,performedOn,CHOCells,Methods,Cell,9314114
PatchClampRecording,performedOn,HEK293Cells,Methods,Cell,9314114
Cells,express,Cav3PointOne,Methods,Cell,9314114
Cells,express,Cav3PointTwo,Methods,Cell,9314114
Cells,express,Cav3PointThree,Methods,Cell,9314114
Stiripentol,reduces,SpikeAndWaveDischargeNumber,Results,Rat,9314114
Stiripentol,reduces,SpikeAndWaveDischargeDuration,Results,Rat,9314114
Stiripentol,suppresses,PTZInducedSpikeAndWaveDischarges,Results,Rat,9314114
Stiripentol,suppresses,WAGRijSpikeAndWaveDischarges,Results,Rat,9314114
HighDoseStiripentol,eliminates,SpikeAndWaveDischarges,Results,Rat,9314114
LowDoseStiripentol,shortens,SpikeAndWaveDischargeDuration,Results,Rat,9314114
Gaboxadol,increases,SpikeAndWaveDischargeOccurrence,Results,Rat,9314114
Stiripentol,blocks,GaboxadolAggravatedSpikeAndWaveDischarges,Results,Rat,9314114
Stiripentol,inhibits,Cav3PointOnePeakCurrent,Results,Cell,9314114
Stiripentol,inhibits,Cav3PointTwoPeakCurrent,Results,Cell,9314114
Stiripentol,inhibits,Cav3PointThreePeakCurrent,Results,Cell,9314114
Cav3PointThree,shows,HighestSensitivityToStiripentol,Results,Cell,9314114
Stiripentol,hasIC50,ThirtySixPointSixMicromolarForCav3PointThree,Results,Cell,9314114
Stiripentol,exhibits,AntiabsenceProperties,Discussion,Rat,9314114
AntiabsenceProperties,correlateWith,TTypeCalciumChannelInhibition,Discussion,Rat,9314114
TTypeCalciumChannelInhibition,reduces,ThalamocorticalOscillations,Discussion,Rat,9314114
Stiripentol,actsBeyond,GABAergicMechanisms,Discussion,Rat,9314114
DualMechanismOfAction,includes,GABAergicModulation,Discussion,Rat,9314114
DualMechanismOfAction,includes,CalciumChannelInhibition,Discussion,Rat,9314114
AbsenceSeizureControl,mayImprove,NeurodevelopmentalOutcome,Discussion,Human,9314114
Stiripentol,provides,MechanisticExplanationForClinicalEfficacy,Discussion,Human,9314114
Fenfluramine,exhibits,AntiepilepticProperties,Introduction,Mouse,5955088
Fenfluramine,diminishes,EpileptiformDischarges,Introduction,Mouse,5955088
EpileptiformDischarges,observedIn,DravetSyndromeModels,Introduction,Mouse,5955088
Fenfluramine,metabolizedInto,Norfenfluramine,Introduction,Mouse,5955088
Norfenfluramine,hasHigherAffinityFor,Serotonin5HT2Receptors,Introduction,Mouse,5955088
Norfenfluramine,hasGreaterAgonistActivityAt,Serotonin5HT2Receptors,Introduction,Mouse,5955088
Epilepsy,associatedWith,ExcessGlutamatergicTransmission,Introduction,Human,5955088
ExcessGlutamatergicTransmission,resultsIn,NMDAReceptorOveractivation,Introduction,Human,5955088
NMDAReceptorOveractivation,contributesTo,RefractoryStatusEpilepticus,Introduction,Human,5955088
DravetSyndrome,classifiedAs,DevelopmentalEpilepticEncephalopathy,Introduction,Human,5955088
DravetSyndrome,beginsIn,FirstYearOfLife,Introduction,Human,5955088
DirectNMDARAntagonists,cause,AdverseSideEffects,Introduction,Human,5955088
Fenfluramine,avoids,DirectNMDARBlockade,Introduction,Human,5955088
CD1Mouse,usedAs,ExperimentalModel,Methods,Mouse,5955088
Morphine,administeredIntracerebroventricularly,TenNanomoles,Methods,Mouse,5955088
NMDA,administeredIntracerebroventricularly,ThreeHundredPicomoles,Methods,Mouse,5955088
Fenfluramine,administeredIntracerebroventricularly,ThreeNanomoles,Methods,Mouse,5955088
Norfenfluramine,administeredIntracerebroventricularly,ThreeNanomoles,Methods,Mouse,5955088
S1RA,administeredIntracerebroventricularly,ThreeNanomoles,Methods,Mouse,5955088
PPCC,administeredIntracerebroventricularly,ThreeNanomoles,Methods,Mouse,5955088
SeizurePhenotype,includes,WildRunning,Methods,Mouse,5955088
SeizurePhenotype,includes,ClonicConvulsions,Methods,Mouse,5955088
SeizurePhenotype,includes,TonicSeizures,Methods,Mouse,5955088
Electrophysiology,performedUsing,WesternBlotAnalysis,Methods,Mouse,5955088
ProteinInteractions,assessedBy,Immunoprecipitation,Methods,Mouse,5955088
Fenfluramine,disrupts,Sigma1R_NR1Association,Results,Mouse,5955088
Norfenfluramine,disrupts,Sigma1R_NR1Association,Results,Mouse,5955088
Sigma1RAntagonism,enables,CalmodulinBindingToNR1,Results,Mouse,5955088
CalmodulinBindingToNR1,reduces,NMDAChannelCalciumPermeability,Results,Mouse,5955088
Fenfluramine,reduces,NMDAInducedConvulsiveBehavior,Results,Mouse,5955088
Norfenfluramine,reduces,NMDAInducedConvulsiveBehavior,Results,Mouse,5955088
Fenfluramine,increases,SeizureLatency,Results,Mouse,5955088
Fenfluramine,reduces,SeizureDuration,Results,Mouse,5955088
S1RA,reduces,NMDAInducedTonicSeizures,Results,Mouse,5955088
