Subject,Predicate,Object,Section,PMCID
ExogenousFattyAcidUtilization,isSimilarBetween,DS_LCLAndControl_LCL,Results,12301103
MitochondrialOxygenFlux,isImpairedIn,DS_LCL,Results,12301103
MitochondrialComplexIActivity,isReducedIn,DS_LCL,Results,12301103
MitochondrialComplexIIActivity,isReducedIn,DS_LCL,Results,12301103
MitochondrialComplexIVActivity,isNotDifferentBetween,DS_LCLAndControl_LCL,Results,12301103
LeakRespiration,isNotDifferentBetween,DS_LCLAndControl_LCL,Results,12301103
RNASequencing,shows,SCN1AIsNotExpressedInLymphoblastCellLine,Results,12301103
DS_LCL,shows,ReducedOxidativePhosphorylationDerivedATPProduction,Discussion,12301103
ReducedOxidativePhosphorylationDerivedATPProduction,leadsTo,ReducedBioenergeticFlexibility,Discussion,12301103
ReducedSpareRespiratoryCapacity,reduces,StressResponseCapacity,Discussion,12301103
InterictalHypometabolism,mayResultFrom,ReducedOxidativePhosphorylationATPProductionCapacity,Discussion,12301103
ReducedOxidativePhosphorylationATPProductionCapacity,mayContributeTo,DravetSyndromeComorbidityExacerbation,Discussion,12301103
DS_LCLBioenergeticProfile,alignsWith,FibroblastBioenergeticDefectInDravetSyndrome,Discussion,12301103
DS_LCLBioenergeticProfile,alignsWith,SkeletalMuscleElectronTransportChainDefectInDravetSyndrome,Discussion,12301103
LymphoblastCellLineEstablishment,isLessInvasiveThan,MuscleBiopsy,Discussion,12301103
LymphoblastCellLineEstablishment,isLessInvasiveThan,SkinBiopsy,Discussion,12301103
LymphoblastCellLine,isA,ImmortalizedCellLine,Discussion,12301103
FibroblastCulture,hasLimitation,FiniteLifespan,Discussion,12301103
EnhancedFattyAcidUtilizationUnderStress,mayRepresent,KetogenicDietMechanism,Discussion,12301103
FattyAcidOxidationShift,mayEnhance,MitochondrialRespirationReserve,Discussion,12301103
FattyAcidOxidationShift,mayDecrease,GlucoseFuelForSeizureEpisode,Discussion,12301103
FattyAcidOxidationShift,mayIncrease,CitricAcidCycleAnaplerosis,Discussion,12301103
CitricAcidCycleAnaplerosis,mayIncrease,AlphaKetoglutarateSynthesis,Discussion,12301103
AlphaKetoglutarate,isPrecursorFor,GlutamateSynthesis,Discussion,12301103
Glutamate,isPrecursorFor,GABASynthesis,Discussion,12301103
MitochondrialComplexIDysfunction,isAssociatedWith,TemporalLobeEpilepsy,Discussion,12301103
KetogenicDietHistory,isAssociatedWith,HigherComplexIActivityInDS_LCL,Discussion,12301103
LevocarnitineTreatment,isAssociatedWith,HigherComplexIIActivityInDS_LCL,Discussion,12301103
LevocarnitineTreatment,isAssociatedWith,HigherComplexIVActivityInDS_LCL,Discussion,12301103
NoninvasiveBioenergeticModel,supports,TreatmentSpecificMetabolicAssessment,Discussion,12301103
PilotDesign,hasLimitation,LimitedPopulationSize,Discussion,12301103
Polytherapy,isPotentialConfounderFor,EnergyMetabolismMeasurement,Discussion,12301103
ValproicAcid,influences,Metabolism,Discussion,12301103
MitochondrialRespiratoryChainDefect,canOccurIndependentlyOf,ValproicAcidTreatment,Discussion,12301103
DS_LCL,providesModelFor,MetabolicFunctionTrackingAcrossLife,Discussion,12301103
DS_LCL,supports,NovelTherapyIdentification,Discussion,12301103
DrugResistantEpilepsy,isDefinedAs,FailureOfTwoAdequateAntiseizureMedicationRegimens,Introduction,12308498
DrugResistantEpilepsy,isDefinedBy,InternationalLeagueAgainstEpilepsy,Introduction,12308498
DrugResistantEpilepsy,hasClinicalChallenge,PharmacologicalManagementDifficulty,Introduction,12308498
EndocannabinoidSystem,hasPotentialRoleIn,Epileptogenesis,Introduction,12308498
ExogenousCannabinoid,mayHave,AntiseizureEffect,Introduction,12308498
CannabisDerivedProduct,hasMainComponent,Delta9Tetrahydrocannabinol,Introduction,12308498
CannabisDerivedProduct,hasMainComponent,Cannabidiol,Introduction,12308498
Delta9Tetrahydrocannabinol,hasPharmacologicProperty,PsychoactiveEffect,Introduction,12308498
Delta9Tetrahydrocannabinol,hasEffectOn,SeizureActivityExacerbation,Introduction,12308498
Cannabidiol,hasPharmacologicProperty,NonPsychoactivePhytocannabinoid,Introduction,12308498
Cannabidiol,hasEvidenceFrom,PlaceboControlledTrial,Introduction,12308498
Cannabidiol,hasMechanismOfAction,NotFullyUnderstood,Introduction,12308498
Cannabidiol,hasMolecularTargetType,MultipleMolecularTargets,Introduction,12308498
Cannabidiol,interactsWith,CannabinoidType1Receptor,Introduction,12308498
Cannabidiol,interactsWith,CannabinoidType2Receptor,Introduction,12308498
CannabinoidType1Receptor,isHighlyExpressedIn,CentralNervousSystem,Introduction,12308498
CannabinoidType2Receptor,isHighlyExpressedIn,CentralNervousSystem,Introduction,12308498
CannabinoidType1Receptor,isHighlyExpressedIn,Hippocampus,Introduction,12308498
Cannabidiol,modulates,GABAAReceptor,Introduction,12308498
Cannabidiol,modulates,VoltageGatedSodiumChannel,Introduction,12308498
Cannabidiol,modulates,VoltageGatedCalciumChannel,Introduction,12308498
Cannabidiol,interactsWith,GProteinCoupledReceptor55,Introduction,12308498
Cannabidiol,interactsWith,TRPV1CalciumChannel,Introduction,12308498
Cannabidiol,isApprovedAs,AdjunctiveAntiseizureTherapy,Introduction,12308498
Cannabidiol,isApprovedFor,DravetSyndrome,Introduction,12308498
Cannabidiol,isApprovedFor,LennoxGastautSyndrome,Introduction,12308498
Cannabidiol,isApprovedFor,TuberousSclerosisComplex,Introduction,12308498
Cannabidiol,isUsedInCombinationWith,Clobazam,Introduction,12308498
DravetSyndrome,isA,DevelopmentalAndEpilepticEncephalopathy,Introduction,12308498
DravetSyndrome,isCausedBy,SCN1AMutation,Introduction,12308498
DravetSyndrome,hasTreatmentResistanceTo,ConventionalAntiseizureMedication,Introduction,12308498
DravetSyndrome,hasAgeOfOnset,FirstYearOfLife,Introduction,12308498
DravetSyndrome,hasAgeOfOnset,AroundSixMonths,Introduction,12308498
DravetSyndrome,hasPrognosticFeature,CognitiveImpairment,Introduction,12308498
DravetSyndrome,hasPrognosticFeature,MotorImpairment,Introduction,12308498
DravetSyndrome,hasPrognosticFeature,BehavioralImpairment,Introduction,12308498
DravetSyndrome,hasPrognosticFeature,EarlyMortality,Introduction,12308498
AddOnCannabidiolTherapy,reduces,SeizureFrequency,Introduction,12308498
LennoxGastautSyndrome,isA,SevereEpilepticEncephalopathy,Introduction,12308498
LennoxGastautSyndrome,hasSeizureType,MultipleSeizureTypes,Introduction,12308498
LennoxGastautSyndrome,hasSeizureType,GeneralizedSeizure,Introduction,12308498
LennoxGastautSyndrome,hasInterIctalEpileptiformAbnormality,DiffuseSlowSpikeAndWaveComplex,Introduction,12308498
DiffuseSlowSpikeAndWaveComplex,hasFrequency,OnePointFiveToTwoPointFiveHertz,Introduction,12308498
LennoxGastautSyndrome,hasInterIctalEpileptiformAbnormality,GeneralizedParoxysmalFastActivity,Introduction,12308498
LennoxGastautSyndrome,hasAssociatedDisorder,CognitiveImpairment,Introduction,12308498
CognitiveImpairment,progressesTo,IntellectualDisability,Introduction,12308498
AddOnCannabidiolTherapy,reduces,DropAttackEpisode,Introduction,12308498
TuberousSclerosisComplex,isA,AutosomalDominantGeneticDisorder,Introduction,12308498
TuberousSclerosisComplex,isCausedBy,TSC1Mutation,Introduction,12308498
TuberousSclerosisComplex,isCausedBy,TSC2Mutation,Introduction,12308498
TSC1,regulates,CellGrowth,Introduction,12308498
TSC2,regulates,CellGrowth,Introduction,12308498
PathogenicVariantInTSCGene,resultsIn,BenignHamartoma,Introduction,12308498
BenignHamartoma,isLocatedIn,MultipleOrganSystem,Introduction,12308498
TuberousSclerosisComplex,hasAssociatedDisorder,InfantileDrugResistantEpilepsy,Introduction,12308498
TuberousSclerosisComplex,hasAssociatedDisorder,CognitiveDisorder,Introduction,12308498
TuberousSclerosisComplex,hasAssociatedDisorder,NeuropsychiatricDisorder,Introduction,12308498
Cannabidiol,decreases,GeneralizedSeizureFrequency,Introduction,12308498
Cannabidiol,decreases,FocalSeizureFrequency,Introduction,12308498
Cannabidiol,enables,DoseReductionOfConcomitantAntiseizureMedication,Introduction,12308498
PharmacokineticDataInPediatricPopulation,isLimitedFor,Cannabidiol,Introduction,12308498
HighlyPurifiedCannabidiol,hasPotentialUseBeyond,ApprovedIndication,Introduction,12308498
Cannabidiol,isEffectiveIn,MonogenicEpilepsy,Introduction,12308498
Cannabidiol,isEffectiveIn,OffLabelGeneticEpilepsy,Introduction,12308498
Cannabidiol,isPromisingFor,RareRefractoryDevelopmentalAndEpilepticEncephalopathy,Introduction,12308498
PediatricCohort,hasCondition,PharmacoresistantEpilepsy,Methods,12308498
PediatricCohort,isTreatedWith,CannabidiolAdjunctiveTherapy,Methods,12308498
Cannabidiol,hasFormulation,OralSolution,Methods,12308498
Cannabidiol,hasAdministrationRoute,OralAdministration,Methods,12308498
CannabidiolTherapy,isInitiatedDuring,PediatricAge,Methods,12308498
CannabidiolTherapy,hasFollowUpPeriod,LongitudinalFollowUp,Methods,12308498
ClinicalData,isExtractedFrom,MedicalRecord,Methods,12308498
ClinicalData,isExtractedFrom,CaregiverReport,Methods,12308498
ClinicalData,includes,NeurocognitiveDevelopment,Methods,12308498
ClinicalData,includes,EpilepsyCharacteristic,Methods,12308498
EpilepsyCharacteristic,includes,AgeAtOnset,Methods,12308498
EpilepsyCharacteristic,includes,SeizureSemiology,Methods,12308498
EpilepsyCharacteristic,includes,AntiseizureMedicationHistory,Methods,12308498
ClinicalData,includes,CannabidiolTreatmentResponse,Methods,12308498
CannabidiolTreatmentResponse,includes,Tolerability,Methods,12308498
CannabidiolTreatmentResponse,includes,AdverseEffect,Methods,12308498
SeizureFrequency,isDeterminedBy,CaregiverReport,Methods,12308498
Seizure,isClassifiedBy,SeizureOnset,Methods,12308498
Seizure,isClassifiedBy,SeizureType,Methods,12308498
SeizureClassification,isBasedOn,InternationalLeagueAgainstEpilepsyClassification,Methods,12308498
Neuroimaging,includes,BrainMagneticResonanceImaging,Methods,12308498
GeneticTestingResult,isAnalyzedFor,Cohort,Methods,12308498
SocioEnvironmentalParticipation,isAssessedBy,ClinicalGlobalImpressionScale,Methods,12308498
ClinicalResponseGroup,isStratifiedBy,SeizureReduction,Methods,12308498
ClinicalResponseGroup,includes,Responder,Methods,12308498
ClinicalResponseGroup,includes,PartialResponder,Methods,12308498
ClinicalResponseGroup,includes,NonResponder,Methods,12308498
PolymorphicSeizurePresentation,uses,OverallSeizureFrequencyReductionForClassification,Methods,12308498
SeizureReductionAssessment,isPerformedBy,SeizureOnsetCategory,Methods,12308498
SeizureReductionAssessment,isPerformedBy,SeizureSemiologyCategory,Methods,12308498
Cannabidiol,isUsedAs,AddOnTherapy,Results,12308498
AddOnTherapy,includes,OnLabelUse,Results,12308498
AddOnTherapy,includes,OffLabelUse,Results,12308498
OnLabelUse,isFor,DravetSyndrome,Results,12308498
OnLabelUse,isFor,LennoxGastautSyndrome,Results,12308498
OnLabelUse,isFor,TuberousSclerosisComplex,Results,12308498
OffLabelUse,isFor,OtherDrugResistantEpilepsy,Results,12308498
CannabidiolTherapy,isCombinedWith,AntiseizureMedicationRegimen,Results,12308498
CannabidiolTherapy,isCombinedWith,Clobazam,Results,12308498
PediatricCohort,includesDiagnosis,LennoxGastautSyndrome,Results,12308498
PediatricCohort,includesDiagnosis,DravetSyndrome,Results,12308498
PediatricCohort,includesDiagnosis,TuberousSclerosisComplex,Results,12308498
PediatricCohort,includesDiagnosis,OtherDrugResistantEpilepsy,Results,12308498
CannabidiolTherapy,reduces,SeizureFrequency,Results,12308498
CannabidiolTherapy,enables,SeizureFreedom,Results,12308498
CannabidiolTherapy,improves,SocioEnvironmentalParticipation,Results,12308498
SocioEnvironmentalParticipation,isMeasuredBy,ClinicalGlobalImpressionScale,Results,12308498
GeneralizedSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
FocalSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
TonicSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
AtonicSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
EpilepticSpasm,shows,ClinicalResponseToCannabidiol,Results,12308498
AtypicalAbsenceSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
AutonomicSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
TonicClonicSeizure,shows,ClinicalResponseToCannabidiol,Results,12308498
BrainMagneticResonanceImaging,reveals,StructuralAbnormality,Results,12308498
BrainMagneticResonanceImaging,reveals,MalformationOfCorticalDevelopment,Results,12308498
MalformationOfCorticalDevelopment,isAssociatedWith,BetterClinicalResponseToCannabidiol,Results,12308498
Cannabidiol,hasAdverseEffect,Irritability,Results,12308498
Cannabidiol,hasAdverseEffect,Hyperactivity,Results,12308498
Cannabidiol,hasAdverseEffect,GastrointestinalSymptom,Results,12308498
GastrointestinalSymptom,includes,Diarrhea,Results,12308498
PediatricCohort,hasNeurocognitiveFinding,CognitiveImpairment,Results,12308498
CognitiveImpairment,includes,DevelopmentalDelay,Results,12308498
CognitiveImpairment,includes,IntellectualDisability,Results,12308498
GeneticTesting,reveals,CausativeVariant,Results,12308498
CausativeVariant,includes,SCN1APathogenicVariant,Results,12308498
CausativeVariant,includes,SCN1ADeletion,Results,12308498
CausativeVariant,includes,TSC2PathogenicVariant,Results,12308498
CausativeVariant,includes,SHANK3PathogenicVariant,Results,12308498
CausativeVariant,includes,CDKL5PathogenicVariant,Results,12308498
CausativeVariant,includes,SETBP1PathogenicVariant,Results,12308498
CausativeVariant,includes,LIS1Deletion,Results,12308498
CausativeVariant,includes,YWHAGDeletion,Results,12308498
YWHAGDeletion,isAssociatedWith,AtypicalWilliamsBeurenSyndrome,Results,12308498
BrainMagneticResonanceImaging,reveals,BilateralSubcorticalBandHeterotopia,Results,12308498
BrainMagneticResonanceImaging,reveals,Lissencephaly,Results,12308498
BrainMagneticResonanceImaging,reveals,Porencephaly,Results,12308498
BrainMagneticResonanceImaging,reveals,HippocampalMorphologicalAlteration,Results,12308498
BrainMagneticResonanceImaging,reveals,CorticalTuber,Results,12308498
BrainMagneticResonanceImaging,reveals,SubependymalNodule,Results,12308498
BrainMagneticResonanceImaging,reveals,WhiteMatterAbnormality,Results,12308498
BrainMagneticResonanceImaging,reveals,CorpusCallosumThinning,Results,12308498
BrainMagneticResonanceImaging,reveals,FrontalPolymicrogyria,Results,12308498
BrainMagneticResonanceImaging,reveals,CorpusCallosumAgenesis,Results,12308498
BrainMagneticResonanceImaging,reveals,FocalCorticalDysplasia,Results,12308498
CannabidiolTherapy,hasOutcome,NoSeizureWorsening,Results,12308498
CannabidiolTherapy,hasOutcome,TreatmentDiscontinuationForLackOfBenefit,Results,12308498
UnderlyingSyndromeComplication,canCause,MortalityDuringCannabidiolTherapy,Results,12308498
Cannabidiol,isUsedOffLabelFor,OtherDrugResistantEpilepsy,Discussion,12308498
Cannabidiol,hasAntiseizureProperty,BroadSpectrumPotential,Discussion,12308498
Cannabidiol,isEffectiveAs,LongTermAntiseizureMedication,Discussion,12308498
Cannabidiol,isEffectiveFor,RefractoryStatusEpilepticus,Discussion,12308498
Cannabidiol,isAlternativeFor,SeizureControlInPharmacoresistantEpilepsy,Discussion,12308498
CannabidiolTherapy,doesNotCause,SeizureFrequencyWorsening,Discussion,12308498
DropSeizure,includes,TonicSeizure,Discussion,12308498
DropSeizure,includes,AtonicSeizure,Discussion,12308498
DropSeizure,includes,TonicClonicSeizure,Discussion,12308498
DropSeizure,shows,BestResponseToCannabidiol,Discussion,12308498
Cannabidiol,hasSynergisticEffectWith,Clobazam,Discussion,12308498
Cannabidiol,hasDrugDrugInteractionWith,Clobazam,Discussion,12308498
DrugDrugInteractionBetweenCannabidiolAndClobazam,increases,ActiveMetaboliteExposure,Discussion,12308498
CannabidiolWithClobazam,isAssociatedWith,GreaterSeizureReduction,Discussion,12308498
CannabidiolWithClobazam,isAssociatedWith,HigherIncidenceOfAdverseEffect,Discussion,12308498
Cannabidiol,hasMechanismOfAction,MultimodalAction,Discussion,12308498
Cannabidiol,involvesPathway,CannabinoidPathway,Discussion,12308498
Cannabidiol,involvesPathway,NonCannabinoidPathway,Discussion,12308498
Cannabidiol,hasPharmacologicEffect,AntiInflammatoryEffect,Discussion,12308498
Cannabidiol,hasPharmacologicEffect,NeuroprotectiveEffect,Discussion,12308498
EndogenousCannabinoidSystem,includes,CannabinoidType1Receptor,Discussion,12308498
EndogenousCannabinoidSystem,includes,CannabinoidType2Receptor,Discussion,12308498
GProteinCoupledReceptor55,isImplicatedIn,CannabidiolRoleAsAntiseizureMedication,Discussion,12308498
TRPV1CalciumChannel,isImplicatedIn,CannabidiolRoleAsAntiseizureMedication,Discussion,12308498
MalformationOfCorticalDevelopment,isA,HeterogeneousBrainMalformationGroup,Discussion,12308498
MalformationOfCorticalDevelopment,isCausedBy,DisorderOfNeurogenesis,Discussion,12308498
MalformationOfCorticalDevelopment,isCausedBy,DisorderOfNeuronalMigration,Discussion,12308498
MalformationOfCorticalDevelopment,isCausedBy,DisorderOfPostMigrationNeuronalDevelopment,Discussion,12308498
MalformationOfCorticalDevelopment,isCausedBy,DisorderOfCorticalOrganization,Discussion,12308498
MalformationOfCorticalDevelopment,isAssociatedWith,EpilepsyDevelopmentRisk,Discussion,12308498
MalformationOfCorticalDevelopment,isAssociatedWith,PharmacoresistantEpilepsyRisk,Discussion,12308498
GeneticFactor,contributesTo,MalformationOfCorticalDevelopmentEtiology,Discussion,12308498
mTORCascadeRegulatorGene,hasAssociatedDisorder,Epilepsy,Discussion,12308498
mTORCascadeRegulatorGene,hasAssociatedDisorder,MalformationOfCorticalDevelopment,Discussion,12308498
mTORCascadeRegulatorGene,hasAssociatedDisorder,NeurodevelopmentalDisorder,Discussion,12308498
mTORPathway,isInvolvedIn,FocalCorticalDysplasia,Discussion,12308498
mTORPathway,isInvolvedIn,Polymicrogyria,Discussion,12308498
mTORPathway,isInvolvedIn,TuberousSclerosisComplexManifestation,Discussion,12308498
CorticalTuber,isReclassifiedAs,FocalCorticalDysplasiaTypeII,Discussion,12308498
SubcorticalTuber,isReclassifiedAs,FocalCorticalDysplasiaTypeII,Discussion,12308498
FocalCorticalDysplasiaTypeII,hasMolecularFinding,IncreasedCannabinoidType1ReceptorExpression,Discussion,12308498
IncreasedCannabinoidType1ReceptorExpression,isObservedIn,NeuronWithOveractiveMTORC1Signaling,Discussion,12308498
Cannabidiol,modulates,GABAergicCurrent,Discussion,12308498
GABAergicCurrentModulationByCannabidiol,mayDependOn,GABAAReceptorConfiguration,Discussion,12308498
MalformationOfCorticalDevelopment,mayFavor,CannabidiolAntiseizureEffect,Discussion,12308498
YWHAGGene,encodes,ActivationProteinGamma,Discussion,12308498
YWHAGGene,isInvolvedIn,MAPKPathway,Discussion,12308498
YWHAGGene,isInvolvedIn,MTORC1SignalingPathway,Discussion,12308498
YWHAGHaploinsufficiency,canLeadTo,AlteredCannabinoidType1ReceptorExpression,Discussion,12308498
GeneticVariantAffectingMTORC1Pathway,mayBeAssociatedWith,FavorableCannabinoidType1ReceptorProfile,Discussion,12308498
FavorableCannabinoidType1ReceptorProfile,mayIncrease,ClinicalResponseToCannabidiol,Discussion,12308498
Cannabidiol,inducesChangeIn,BrainConnectivity,Discussion,12308498
Cannabidiol,modifies,RestingStateFunctionalConnectivity,Discussion,12308498
RestingStateFunctionalConnectivity,includesConnectionBetween,Vermis,Discussion,12308498
RestingStateFunctionalConnectivity,includesConnectionBetween,Amygdala,Discussion,12308498
RestingStateFunctionalConnectivity,includesConnectionBetween,Hippocampus,Discussion,12308498
RestingStateFunctionalConnectivity,includesConnectionBetween,FrontalCortex,Discussion,12308498
Cannabidiol,modulates,AttentionalProcess,Discussion,12308498
AttentionalProcess,isAssociatedWith,SuperiorFrontalGyrusConnectivity,Discussion,12308498
SuperiorFrontalGyrusConnectivity,isAssociatedWith,InsulaConnectivity,Discussion,12308498
SuperiorFrontalGyrusConnectivity,isAssociatedWith,MiddleFrontalGyrusConnectivity,Discussion,12308498
CannabidiolTherapy,improves,SocialParticipation,Discussion,12308498
SocialParticipationImprovement,contributesTo,BetterBehavioralProfile,Discussion,12308498
PolytherapyWithAntiseizureMedication,mayAdverselyAffect,CognitiveProfile,Discussion,12308498
Cannabidiol,hasPotentialBenefitFor,NeuropsychiatricSymptom,Discussion,12308498
CannabidiolTherapy,isGenerally,WellTolerated,Discussion,12308498
IrritabilityOrHyperactivity,isA,CommonAdverseEventOfCannabidiol,Discussion,12308498
IrritabilityOrHyperactivity,isAssociatedWith,DoseDependentEffect,Discussion,12308498
IrritabilityOrHyperactivity,isAssociatedWith,TitrationPhase,Discussion,12308498
CannabidiolTherapy,canCause,GastrointestinalDisturbance,Discussion,12308498
RetrospectiveDesign,mayIntroduce,DataCollectionBias,Discussion,12308498
MedicalRecordReliance,mayLimit,DataAccuracy,Discussion,12308498
CaregiverReportReliance,mayLimit,DataConsistency,Discussion,12308498
SmallSampleSize,limits,Generalizability,Discussion,12308498
ClinicalGlobalImpressionScale,isA,SubjectiveAssessmentTool,Discussion,12308498
CohortHeterogeneity,complicates,TreatmentResponseInterpretation,Discussion,12308498
CannabidiolMetaboliteSerumLevelMonitoring,isNotAvailableIn,RetrospectiveDesign,Discussion,12308498
GeneticSequencingTechnicalDetail,mayBeUnavailableIn,MedicalRecord,Discussion,12308498
FutureResearch,shouldInvestigate,GeneticVariantTreatmentOutcomeCorrelation,Discussion,12308498
FutureResearch,shouldEnable,PersonalizedTreatmentApproach,Discussion,12308498
SingleCenterSetting,limits,BroadApplicability,Discussion,12308498
FutureResearch,shouldUse,ProspectiveMulticenterDesign,Discussion,12308498
FutureResearch,shouldUse,StandardizedMethodology,Discussion,12308498
Epilepsy,isA,NeurologicalDisorder,Introduction,12339188
Epilepsy,hasPhenotype,RecurrentSeizure,Introduction,12339188
AntiepilepticDrugResistance,isManifestedBy,UncontrolledSeizure,Introduction,12339188
PediatricEpilepsy,hasPhenotype,AntiepilepticDrugResistance,Introduction,12339188
GenomicMutationInIonChannelGene,hasAssociatedDisorder,Epilepsy,Introduction,12339188
SCN1A,isLocatedAt,Chromosome2q24_3,Introduction,12339188
SCN1A,hasFunction,EncodesNaV1_1Alpha1Subunit,Introduction,12339188
NaV1_1,isPartOf,VoltageGatedSodiumChannel,Introduction,12339188
VoltageGatedSodiumChannel,hasFunction,RegulatesNeuronalExcitability,Introduction,12339188
LossofFunctionMutationInSCN1A,hasInhibitoryFunction,ImpairedInhibitoryInterneuronFiring,Introduction,12339188
ImpairedInhibitoryInterneuronFiring,isCausedBy,LossofFunctionMutationInSCN1A,Introduction,12339188
ExcitatoryInhibitoryImbalance,isCausedBy,ImpairedInhibitoryInterneuronFiring,Introduction,12339188
SeizureSusceptibility,isCausedBy,ExcitatoryInhibitoryImbalance,Introduction,12339188
SodiumValproate,isA,AntiSeizureMedication,Introduction,12339188
SodiumValproate,hasFunction,BroadSpectrumSeizureControl,Introduction,12339188
SodiumValproate,hasFunction,ModulatesVoltageGatedSodiumChannelFunction,Introduction,12339188
SodiumValproate,hasFunction,ReducesPeakSodiumCurrent,Introduction,12339188
SodiumValproate,hasFunction,StabilizesMembranePotential,Introduction,12339188
SodiumValproate,hasFunction,SuppressesHighFrequencyNeuronalDischarge,Introduction,12339188
ABCC2Polymorphism,hasAssociationWith,AntiepilepticDrugResistance,Introduction,12339188
MDR1Polymorphism,hasAssociationWith,AntiepilepticDrugResistance,Introduction,12339188
SCN1A,hasAssociatedDisorder,DravetSyndrome,Introduction,12339188
SCN1A,hasAssociatedDisorder,GEFSPlus,Introduction,12339188
SCN1APolymorphism,hasAssociationWith,SeizureSusceptibility,Introduction,12339188
SCN1APolymorphism,hasAssociationWith,AntiepilepticDrugResponsiveness,Introduction,12339188
SCN1Ars3812718,hasAssociationWith,CarbamazepineResponsiveness,Introduction,12339188
SCN1Ars166859148,isA,SCN1ASequenceVariant,Introduction,12339188
SCN1Ars166894396,isA,SCN1ASequenceVariant,Introduction,12339188
SCN1Ars166848482,isA,SCN1ASequenceVariant,Introduction,12339188
SCN1Ars166915162,isA,SCN1ASequenceVariant,Introduction,12339188
SCN1Ars166870333_335,isA,SCN1ASequenceVariant,Introduction,12339188
PediatricPatient,hasRecordedAge,ChildOrAdolescent,Methods,12339188
PediatricPatientWithEpilepsy,isA,PediatricPatient,Methods,12339188
PediatricPatientWithEpilepsy,hasAssociatedDisorder,Epilepsy,Methods,12339188
PediatricPatientWithEpilepsy,hasPreferredMedication,SodiumValproate,Methods,12339188
SodiumValproateTreatmentResponse,isManifestedBy,SeizureFreeInterval,Methods,12339188
SodiumValproateResistance,isManifestedBy,PersistentSeizure,Methods,12339188
SodiumValproateResistance,isA,AntiepilepticDrugResistance,Methods,12339188
SodiumValproateResponder,hasPhenotype,SodiumValproateTreatmentResponse,Methods,12339188
SodiumValproateResistantEpilepsy,hasPhenotype,SodiumValproateResistance,Methods,12339188
EpilepsyDiagnosis,isMarkedBy,StandardDiagnosticCriteria,Methods,12339188
SeizureType,isPartOf,ILAE2017OperationalClassification,Methods,12339188
PlasmaValproateConcentration,hasValue,TherapeuticRange,Methods,12339188
TherapeuticDrugMonitoring,hasFunction,MeasuresPlasmaValproateConcentration,Methods,12339188
PeripheralBloodSample,isUsedForMarkingCellularPattern,GenomicDNAExtraction,Methods,12339188
GenomicDNA,isA,NucleicAcid,Methods,12339188
GenomicDNA,isConstitutionalPartOf,PeripheralBloodSample,Methods,12339188
SCN1AGenotyping,hasFunction,DetectsSCN1ASequenceVariant,Methods,12339188
PolymeraseChainReaction,hasFunction,AmplifiesSCN1ATargetRegion,Methods,12339188
SangerSequencing,hasFunction,DetectsSequenceVariant,Methods,12339188
DNASTARSoftware,hasFunction,AnalyzesSequencingData,Methods,12339188
AbbottAxSYMImmunoassaySystem,hasFunction,MeasuresPlasmaValproateConcentration,Methods,12339188
SCN1Ars166859148,hasAssociationWith,SodiumValproateResistance,Results,12339188
SCN1Ars166894396,hasAssociationWith,SodiumValproateResistance,Results,12339188
SCN1Ars166848482,hasAssociationWith,SodiumValproateResistance,Results,12339188
SCN1Ars166915162,hasAssociationWith,SodiumValproateResistance,Results,12339188
SCN1Ars166870333_335,hasAssociationWith,SodiumValproateResistance,Results,12339188
SCN1Ars166915162,hasAssociationWith,LowerPlasmaValproateConcentration,Results,12339188
SCN1Ars166870333_335,hasAssociationWith,LowerPlasmaValproateConcentration,Results,12339188
SCN1Ars166870333_335,hasAssociationWith,GeneralizedSeizure,Results,12339188
DrugResistantEpilepsy,hasPhenotype,GeneralizedSeizure,Results,12339188
DrugResistantEpilepsy,hasPhenotype,FocalSeizure,Results,12339188
DrugResistantEpilepsy,hasPhenotype,UnknownOnsetSeizure,Results,12339188
VoltageGatedSodiumChannel,hasFunction,PharmacologicalTargetOfAntiSeizureMedication,Discussion,12339188
SCN1APolymorphism,hasAssociationWith,SodiumValproateResistance,Discussion,12339188
SCN1AMutation,hasFunction,AltersSodiumChannelConformation,Discussion,12339188
SCN1AMutation,hasFunction,AltersSodiumChannelKinetics,Discussion,12339188
DisruptedDrugChannelInteraction,isCausedBy,AlteredSodiumChannelConformation,Discussion,12339188
ReducedTherapeuticEfficacy,isCausedBy,DisruptedDrugChannelInteraction,Discussion,12339188
SubtherapeuticPlasmaValproateConcentration,isCausedBy,PharmacokineticVariability,Discussion,12339188
IneffectiveSeizureControl,isCausedBy,SubtherapeuticPlasmaValproateConcentration,Discussion,12339188
AdverseEffectRisk,isCausedBy,HighPlasmaValproateConcentration,Discussion,12339188
SCN1Ars166915162,hasAssociationWith,ReducedSystemicDrugAvailability,Discussion,12339188
SCN1Ars166870333_335,hasAssociationWith,ReducedSystemicDrugAvailability,Discussion,12339188
